,DENV1_I,DENV1_II,DENV1_III,DENV1_IV,DENV1_V,DENV2_AMERICAN,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_ASIANII,DENV2_COSMOPOLITAN,DENV2_SYLVATIC,DENV3_I,DENV3_II,DENV3_III,DENV3_V,DENV4_I,DENV4_II,DENV4_SYLVATIC
1981.4167,0.1206,0.0001,0.1211,0.0003,0.0014,0.0,0.0348,0.0442,0.0228,0.0018,0.1667,0.068,0.0027,0.0529,0.0118,0.0281,0.1952,0.0
1981.5,0.1041,0.0001,0.1045,0.0003,0.0012,0.0,0.0381,0.0463,0.027,0.0019,0.1755,0.0668,0.0024,0.0448,0.0098,0.0254,0.2421,0.0
1981.5833,0.0868,0.0001,0.0872,0.0003,0.001,0.0,0.0415,0.0482,0.0317,0.0021,0.1845,0.0634,0.0021,0.0366,0.0078,0.0211,0.2929,0.0
1981.6667,0.0731,0.0001,0.0733,0.0002,0.0009,0.0,0.0434,0.0481,0.0356,0.0022,0.1725,0.0605,0.0018,0.03,0.0062,0.016,0.359,0.0
1981.75,0.066,0.0,0.0662,0.0002,0.0008,0.0,0.0374,0.0393,0.0327,0.0019,0.1035,0.0618,0.0017,0.0263,0.0051,0.0107,0.4876,0.0
1981.8333,0.0618,0.0,0.0621,0.0002,0.0007,0.0,0.0341,0.0339,0.0318,0.0017,0.0652,0.0654,0.0016,0.0238,0.0043,0.006,0.56,0.0001
1981.9167,0.0637,0.0001,0.0639,0.0002,0.0008,0.0,0.0354,0.0332,0.035,0.0017,0.0456,0.076,0.0017,0.0235,0.0038,0.0029,0.569,0.0001
1982.0,0.0672,0.0001,0.0674,0.0002,0.0008,0.0,0.0375,0.0333,0.039,0.0018,0.0317,0.0916,0.0018,0.024,0.0034,0.0013,0.5571,0.0001
1982.0833,0.0523,0.0001,0.0525,0.0002,0.0007,0.0,0.0275,0.0269,0.026,0.0015,0.0196,0.0702,0.0016,0.0194,0.0024,0.0012,0.6637,0.0001
1982.1667,0.0458,0.0001,0.046,0.0002,0.0006,0.0,0.0239,0.0256,0.0205,0.0015,0.0143,0.0609,0.0015,0.0178,0.0019,0.0013,0.7051,0.0001
1982.25,0.0409,0.0001,0.0412,0.0002,0.0006,0.0,0.0214,0.0249,0.0163,0.0016,0.0106,0.0543,0.0015,0.0167,0.0015,0.0013,0.7338,0.0001
1982.3333,0.0452,0.0001,0.0455,0.0002,0.0006,0.0,0.0243,0.0305,0.0163,0.002,0.0099,0.06,0.0019,0.0195,0.0015,0.0016,0.6992,0.0001
1982.4167,0.0505,0.0001,0.0509,0.0003,0.0008,0.0,0.0287,0.0386,0.0167,0.0026,0.0094,0.0673,0.0023,0.023,0.0015,0.0018,0.6523,0.0001
1982.5,0.0549,0.0001,0.0553,0.0003,0.0009,0.0,0.0334,0.0479,0.0165,0.0034,0.0086,0.0743,0.0028,0.0267,0.0014,0.0021,0.6037,0.0001
1982.5833,0.0584,0.0001,0.0589,0.0004,0.001,0.0,0.0385,0.0584,0.0158,0.0044,0.0076,0.0807,0.0034,0.0304,0.0014,0.0022,0.5539,0.0001
1982.6667,0.0615,0.0001,0.0621,0.0004,0.001,0.0,0.0442,0.0708,0.0147,0.0055,0.0064,0.0867,0.004,0.0343,0.0013,0.0023,0.5009,0.0001
1982.75,0.0701,0.0002,0.0708,0.0005,0.0012,0.0,0.0562,0.0946,0.0146,0.0078,0.0057,0.1018,0.0052,0.0423,0.0013,0.0022,0.3865,0.0001
1982.8333,0.0749,0.0002,0.0757,0.0006,0.0014,0.0,0.0695,0.1224,0.0133,0.0106,0.0045,0.1136,0.0063,0.0496,0.0012,0.0019,0.2766,0.0001
1982.9167,0.0753,0.0002,0.0762,0.0006,0.0014,0.0,0.0839,0.1538,0.011,0.014,0.003,0.1205,0.0073,0.0551,0.0011,0.0015,0.1803,0.0001
1983.0,0.0683,0.0002,0.0692,0.0006,0.0014,0.0,0.1129,0.2147,0.0087,0.0206,0.0012,0.125,0.0084,0.0606,0.0009,0.0012,0.1166,0.0
1983.0833,0.0607,0.0002,0.0616,0.0006,0.0016,0.0,0.1011,0.1934,0.0071,0.028,0.0009,0.1298,0.0121,0.0836,0.001,0.0018,0.1516,0.0001
1983.1667,0.0517,0.0003,0.0525,0.0006,0.0018,0.0,0.0893,0.1719,0.0056,0.0358,0.0006,0.1277,0.0165,0.1092,0.0009,0.0026,0.1925,0.0001
1983.25,0.0425,0.0002,0.0433,0.0005,0.0018,0.0,0.0791,0.1534,0.0045,0.0443,0.0005,0.1198,0.0216,0.1369,0.0009,0.0036,0.2284,0.0001
1983.3333,0.0362,0.0002,0.037,0.0005,0.002,0.0,0.08,0.1563,0.004,0.0609,0.0004,0.1156,0.0294,0.1788,0.0009,0.0037,0.1849,0.0001
1983.4167,0.0289,0.0002,0.0297,0.0005,0.0019,0.0,0.0795,0.1564,0.0035,0.0806,0.0003,0.1042,0.0383,0.2236,0.0008,0.0037,0.1467,0.0001
1983.5,0.0215,0.0002,0.0221,0.0004,0.0018,0.0,0.0776,0.1539,0.003,0.1033,0.0003,0.0871,0.0481,0.2697,0.0007,0.0035,0.1118,0.0001
1983.5833,0.0144,0.0001,0.0148,0.0003,0.0014,0.0,0.0743,0.1485,0.0026,0.1289,0.0002,0.0658,0.0583,0.3143,0.0005,0.0031,0.0805,0.0001
1983.6667,0.009,0.0001,0.0093,0.0002,0.001,0.0,0.0776,0.1564,0.0023,0.1746,0.0001,0.0457,0.0641,0.2924,0.0004,0.0027,0.0599,0.0001
1983.75,0.0061,0.0001,0.0063,0.0001,0.0008,0.0,0.08,0.1629,0.002,0.1666,0.0001,0.0348,0.0757,0.2825,0.0003,0.0027,0.0505,0.0001
1983.8333,0.0038,0.0,0.0039,0.0001,0.0006,0.0,0.0809,0.1665,0.0017,0.1481,0.0001,0.0253,0.0891,0.2747,0.0002,0.0028,0.0437,0.0
1983.9167,0.0019,0.0,0.002,0.0,0.0003,0.0,0.0804,0.1672,0.0014,0.1289,0.0001,0.0166,0.1028,0.2633,0.0001,0.0028,0.0378,0.0
1984.0,0.0005,0.0,0.0006,0.0,0.0001,0.0,0.0802,0.1723,0.0012,0.1125,0.0001,0.011,0.1342,0.2879,0.0001,0.0032,0.0377,0.0
1984.0833,0.0005,0.0,0.0006,0.0,0.0001,0.0,0.0708,0.1597,0.0013,0.1072,0.0001,0.0142,0.1171,0.2892,0.0001,0.0058,0.0597,0.0001
1984.1667,0.0005,0.0,0.0006,0.0,0.0001,0.0,0.0619,0.1472,0.0013,0.1015,0.0001,0.0173,0.0997,0.2845,0.0001,0.0096,0.0869,0.0001
1984.25,0.0005,0.0,0.0006,0.0,0.0001,0.0,0.0538,0.1348,0.0013,0.0955,0.0001,0.0201,0.0826,0.2739,0.0002,0.0148,0.1186,0.0001
1984.3333,0.0005,0.0,0.0005,0.0,0.0001,0.0,0.0462,0.1226,0.0013,0.0892,0.0001,0.0222,0.0662,0.2569,0.0002,0.0218,0.1551,0.0002
1984.4167,0.0005,0.0,0.0006,0.0,0.0002,0.0,0.0438,0.1232,0.0015,0.092,0.0002,0.027,0.059,0.27,0.0002,0.0283,0.1613,0.0002
1984.5,0.0006,0.0,0.0006,0.0,0.0002,0.0,0.0427,0.1277,0.0017,0.0978,0.0002,0.0338,0.0541,0.2943,0.0003,0.0341,0.1514,0.0002
1984.5833,0.0007,0.0,0.0007,0.0,0.0002,0.0,0.0411,0.1309,0.0019,0.103,0.0002,0.0416,0.0486,0.3185,0.0003,0.0399,0.1408,0.0002
1984.6667,0.0007,0.0,0.0008,0.0,0.0003,0.0,0.039,0.1327,0.0021,0.1072,0.0002,0.0505,0.0427,0.3421,0.0004,0.0458,0.1298,0.0002
1984.75,0.0008,0.0,0.0008,0.0,0.0003,0.0,0.0366,0.1331,0.0023,0.1104,0.0002,0.0607,0.0366,0.365,0.0005,0.0516,0.1184,0.0002
1984.8333,0.0009,0.0,0.0009,0.0,0.0004,0.0,0.0338,0.1321,0.0025,0.1125,0.0002,0.0722,0.0304,0.3862,0.0005,0.0574,0.1073,0.0002
1984.9167,0.001,0.0,0.001,0.0,0.0004,0.0,0.0308,0.1296,0.0027,0.1135,0.0002,0.085,0.0242,0.4058,0.0006,0.063,0.0963,0.0002
1985.0,0.001,0.0,0.0011,0.0,0.0005,0.0,0.0276,0.125,0.0028,0.1124,0.0001,0.0995,0.0185,0.4254,0.0007,0.0681,0.0853,0.0002
1985.0833,0.0016,0.0,0.0017,0.0001,0.0008,0.0,0.0303,0.1218,0.0033,0.1048,0.0002,0.0861,0.0232,0.4365,0.0007,0.0621,0.093,0.0002
1985.1667,0.0023,0.0,0.0025,0.0001,0.0012,0.0,0.0331,0.1183,0.0039,0.0976,0.0002,0.0729,0.0287,0.4455,0.0006,0.0561,0.1009,0.0002
1985.25,0.0031,0.0001,0.0033,0.0001,0.0017,0.0,0.0359,0.1145,0.0045,0.0906,0.0002,0.0604,0.0348,0.453,0.0006,0.0498,0.1083,0.0002
1985.3333,0.004,0.0001,0.0043,0.0002,0.0023,0.0,0.0387,0.1105,0.0051,0.0839,0.0002,0.0485,0.0416,0.4583,0.0005,0.0436,0.1155,0.0002
1985.4167,0.005,0.0001,0.0053,0.0002,0.003,0.0,0.0414,0.1062,0.0056,0.0774,0.0002,0.0375,0.0489,0.461,0.0004,0.0375,0.1228,0.0002
1985.5,0.006,0.0001,0.0065,0.0003,0.0038,0.0,0.0442,0.1017,0.0062,0.0713,0.0002,0.0273,0.0567,0.4615,0.0003,0.0317,0.1299,0.0002
1985.5833,0.0071,0.0001,0.0076,0.0004,0.0048,0.0,0.0468,0.097,0.0068,0.0654,0.0002,0.0182,0.0649,0.4595,0.0002,0.0261,0.1365,0.0002
1985.6667,0.0082,0.0001,0.0088,0.0005,0.0058,0.0,0.0516,0.0965,0.0076,0.0627,0.0001,0.0111,0.0737,0.4366,0.0002,0.0215,0.1479,0.0002
1985.75,0.0092,0.0002,0.01,0.0005,0.007,0.0,0.0632,0.1065,0.0095,0.0667,0.0001,0.0072,0.0817,0.3707,0.0001,0.018,0.1685,0.0003
1985.8333,0.01,0.0002,0.0108,0.0006,0.0079,0.0,0.0764,0.116,0.0116,0.0701,0.0001,0.0045,0.0867,0.3066,0.0001,0.014,0.1895,0.0003
1985.9167,0.0107,0.0002,0.0116,0.0007,0.0089,0.0,0.097,0.133,0.0149,0.0776,0.0001,0.0026,0.0916,0.2553,0.0,0.0091,0.1727,0.0003
1986.0,0.0117,0.0002,0.0126,0.0007,0.0102,0.0,0.127,0.1578,0.0199,0.0904,0.0,0.0014,0.0979,0.2155,0.0,0.0046,0.1078,0.0002
1986.0833,0.0122,0.0002,0.0132,0.0008,0.0112,0.0,0.1521,0.1399,0.0254,0.0789,0.0001,0.0012,0.0845,0.1558,0.0,0.0043,0.1275,0.0002
1986.1667,0.0126,0.0002,0.0137,0.0008,0.0123,0.0,0.182,0.1222,0.031,0.0691,0.0001,0.001,0.0735,0.1141,0.0,0.0036,0.1275,0.0002
1986.25,0.0155,0.0002,0.0168,0.0011,0.0159,0.0,0.1698,0.1087,0.0377,0.0655,0.0001,0.0011,0.0759,0.0994,0.0,0.003,0.1107,0.0002
1986.3333,0.0187,0.0002,0.0203,0.0013,0.0202,0.0,0.151,0.0935,0.0436,0.0611,0.0001,0.0011,0.078,0.0861,0.0,0.0025,0.0976,0.0001
1986.4167,0.0236,0.0003,0.0256,0.0017,0.0268,0.0,0.1351,0.0796,0.0496,0.0574,0.0001,0.0012,0.084,0.0779,0.0,0.0022,0.0899,0.0001
1986.5,0.0318,0.0004,0.0346,0.0024,0.0381,0.0,0.1248,0.0687,0.0569,0.0557,0.0001,0.0015,0.0969,0.0756,0.0,0.0021,0.091,0.0001
1986.5833,0.0415,0.0005,0.0452,0.0032,0.0527,0.0,0.1136,0.0572,0.0632,0.0533,0.0001,0.0018,0.1085,0.071,0.0,0.0019,0.0896,0.0001
1986.6667,0.0479,0.0005,0.0522,0.0038,0.0537,0.0,0.112,0.0503,0.0745,0.0552,0.0001,0.0022,0.1171,0.0638,0.0,0.0018,0.088,0.0001
1986.75,0.0497,0.0005,0.0543,0.004,0.0423,0.0,0.1188,0.046,0.0933,0.0616,0.0001,0.0026,0.124,0.0558,0.0,0.0016,0.0865,0.0001
1986.8333,0.0506,0.0005,0.0553,0.0042,0.0322,0.0,0.1255,0.0402,0.1144,0.0685,0.0001,0.0031,0.1297,0.0479,0.0001,0.0015,0.0846,0.0001
1986.9167,0.0503,0.0005,0.0552,0.0043,0.0236,0.0,0.1319,0.033,0.1377,0.0758,0.0001,0.0036,0.1343,0.0401,0.0001,0.0013,0.0826,0.0001
1987.0,0.0487,0.0004,0.0536,0.0043,0.0165,0.0,0.1361,0.0248,0.1635,0.0811,0.0001,0.0042,0.1389,0.0331,0.0001,0.0012,0.0808,0.0001
1987.0833,0.0483,0.0005,0.0539,0.0051,0.0152,0.0,0.1412,0.0225,0.1498,0.0636,0.0001,0.005,0.1109,0.0315,0.0001,0.0014,0.0982,0.0001
1987.1667,0.0465,0.0005,0.0529,0.0059,0.0135,0.0,0.1607,0.0223,0.1506,0.0539,0.0001,0.0055,0.0858,0.029,0.0001,0.0012,0.0785,0.0001
1987.25,0.0495,0.0006,0.0575,0.0073,0.0133,0.0,0.1886,0.0228,0.1564,0.0462,0.0001,0.0065,0.0732,0.0291,0.0001,0.0012,0.0705,0.0001
1987.3333,0.052,0.0008,0.0617,0.0089,0.0128,0.0,0.2191,0.023,0.1605,0.038,0.0002,0.0073,0.0613,0.0286,0.0001,0.0012,0.063,0.0001
1987.4167,0.0539,0.0009,0.0655,0.0107,0.0122,0.0,0.2516,0.0228,0.1629,0.0296,0.0002,0.0079,0.0501,0.0273,0.0001,0.0012,0.0561,0.0001
1987.5,0.0554,0.001,0.069,0.0126,0.0114,0.0,0.2846,0.0224,0.1633,0.0213,0.0002,0.0083,0.0402,0.0255,0.0001,0.0012,0.0498,0.0001
1987.5833,0.0652,0.0014,0.0834,0.0169,0.0122,0.0,0.2463,0.022,0.1639,0.016,0.0002,0.0098,0.0364,0.0268,0.0001,0.0014,0.0514,0.0001
1987.6667,0.0748,0.0018,0.0986,0.022,0.0126,0.0,0.2099,0.0213,0.1619,0.0117,0.0002,0.0109,0.0315,0.0269,0.0001,0.0017,0.0519,0.0001
1987.75,0.084,0.0022,0.1142,0.028,0.0126,0.0,0.1758,0.0202,0.1573,0.0082,0.0002,0.0116,0.026,0.0258,0.0001,0.0019,0.0517,0.0001
1987.8333,0.0921,0.0028,0.1296,0.0347,0.0123,0.0,0.1445,0.0188,0.1502,0.0055,0.0002,0.0115,0.0202,0.0233,0.0001,0.0021,0.0507,0.0001
1987.9167,0.0989,0.0034,0.1441,0.0418,0.0116,0.0,0.1162,0.0171,0.1407,0.0035,0.0002,0.0107,0.0147,0.0196,0.0001,0.0023,0.0493,0.0001
1988.0,0.1033,0.004,0.1569,0.0496,0.0107,0.0,0.0925,0.0153,0.1292,0.0021,0.0002,0.0092,0.0098,0.0153,0.0001,0.0025,0.0486,0.0001
1988.0833,0.1095,0.0055,0.1599,0.0448,0.013,0.0,0.1006,0.0168,0.1227,0.0018,0.0002,0.0132,0.011,0.0199,0.0001,0.0041,0.0729,0.0001
1988.1667,0.1129,0.0072,0.1593,0.0392,0.0152,0.0,0.1083,0.0181,0.1154,0.0016,0.0002,0.018,0.0116,0.0246,0.0001,0.0063,0.1035,0.0002
1988.25,0.1129,0.009,0.1548,0.0329,0.0173,0.0,0.1154,0.0191,0.1074,0.0014,0.0002,0.0235,0.0116,0.029,0.0001,0.0093,0.1407,0.0002
1988.3333,0.1096,0.0106,0.1468,0.0266,0.019,0.0,0.1218,0.0199,0.0989,0.0012,0.0002,0.0294,0.0111,0.0328,0.0002,0.0131,0.1833,0.0003
1988.4167,0.1104,0.0127,0.1451,0.022,0.0217,0.0,0.1446,0.0232,0.1024,0.0013,0.0002,0.0378,0.0108,0.038,0.0002,0.0141,0.1633,0.0003
1988.5,0.1116,0.0152,0.1448,0.0179,0.0249,0.0,0.1755,0.0276,0.1083,0.0013,0.0002,0.0487,0.0103,0.0438,0.0002,0.013,0.1233,0.0002
1988.5833,0.1098,0.0176,0.1413,0.0139,0.0278,0.0,0.2099,0.032,0.1127,0.0013,0.0002,0.0609,0.0095,0.049,0.0002,0.0113,0.0884,0.0001
1988.6667,0.1051,0.0196,0.1348,0.0102,0.0302,0.0,0.2478,0.0365,0.1154,0.0013,0.0002,0.0739,0.0083,0.053,0.0002,0.0091,0.0596,0.0001
1988.75,0.0978,0.021,0.1257,0.0069,0.032,0.0,0.2886,0.0408,0.1163,0.0014,0.0001,0.0873,0.0069,0.0554,0.0002,0.0065,0.0363,0.0001
1988.8333,0.0883,0.0219,0.1144,0.0043,0.0329,0.0,0.332,0.0447,0.1153,0.0015,0.0001,0.1003,0.0053,0.056,0.0001,0.004,0.0188,0.0
1988.9167,0.0808,0.023,0.1062,0.0024,0.0345,0.0,0.3537,0.0485,0.1133,0.0017,0.0001,0.1175,0.0041,0.0574,0.0001,0.0019,0.0079,0.0
1989.0,0.0817,0.0266,0.1094,0.0011,0.0397,0.0,0.3136,0.0516,0.1099,0.0018,0.0,0.1526,0.0032,0.0648,0.0001,0.0002,0.0008,0.0
1989.0833,0.0582,0.0171,0.076,0.0006,0.0321,0.0,0.2472,0.0288,0.0575,0.0024,0.0,0.3743,0.0028,0.066,0.0,0.0003,0.0009,0.0
1989.1667,0.0346,0.0092,0.0441,0.0003,0.0216,0.0,0.2577,0.02,0.0375,0.0038,0.0,0.4873,0.0021,0.0554,0.0,0.0003,0.0009,0.0
1989.25,0.0203,0.0049,0.0253,0.0001,0.0143,0.0,0.2958,0.0137,0.0242,0.0062,0.0001,0.5276,0.0015,0.0469,0.0001,0.0004,0.0009,0.0
1989.3333,0.0164,0.0036,0.0201,0.0001,0.0131,0.0,0.31,0.0104,0.0173,0.0099,0.0001,0.5288,0.0014,0.0506,0.0001,0.0005,0.001,0.0
1989.4167,0.0154,0.003,0.0185,0.0001,0.0139,0.0,0.2924,0.0078,0.012,0.0141,0.0001,0.5405,0.0015,0.0612,0.0001,0.0006,0.0011,0.0
1989.5,0.0163,0.0029,0.0193,0.0001,0.0167,0.0,0.262,0.006,0.0088,0.0187,0.0001,0.545,0.0016,0.0793,0.0001,0.0008,0.0013,0.0
1989.5833,0.017,0.0027,0.0198,0.0001,0.0198,0.0,0.2316,0.0045,0.0062,0.0233,0.0001,0.5455,0.0017,0.1002,0.0001,0.001,0.0015,0.0
1989.6667,0.0176,0.0025,0.0201,0.0001,0.0232,0.0,0.2015,0.0033,0.0042,0.0276,0.0001,0.5423,0.0016,0.124,0.0001,0.0011,0.0015,0.0
1989.75,0.018,0.0022,0.0203,0.0001,0.0271,0.0,0.1727,0.0023,0.0027,0.0312,0.0001,0.5344,0.0014,0.1509,0.0001,0.0011,0.0013,0.0
1989.8333,0.0198,0.0022,0.0221,0.0001,0.0342,0.0,0.1735,0.0018,0.002,0.0406,0.0001,0.4678,0.0013,0.1893,0.0,0.0011,0.0012,0.0
1989.9167,0.0213,0.0021,0.0234,0.0001,0.0423,0.0,0.1728,0.0013,0.0014,0.0516,0.0001,0.3998,0.0011,0.2281,0.0,0.001,0.0009,0.0
1990.0,0.022,0.0019,0.024,0.0001,0.0505,0.0,0.1751,0.0009,0.0009,0.0658,0.0001,0.3325,0.0009,0.2609,0.0,0.0008,0.0006,0.0
1990.0833,0.0294,0.0022,0.0317,0.0001,0.0609,0.0,0.1793,0.0008,0.0008,0.0583,0.0001,0.3267,0.0009,0.2175,0.0,0.0012,0.0009,0.0
1990.1667,0.0373,0.0024,0.0399,0.0001,0.0703,0.0,0.1867,0.0007,0.0006,0.0522,0.0001,0.3145,0.0008,0.1688,0.0,0.0016,0.0011,0.0
1990.25,0.0405,0.0022,0.0429,0.0001,0.0696,0.0,0.2198,0.0007,0.0006,0.0524,0.0001,0.3216,0.0008,0.1381,0.0,0.0021,0.0013,0.0
1990.3333,0.0418,0.0019,0.0439,0.0001,0.0658,0.0,0.2611,0.0007,0.0005,0.0526,0.0001,0.3316,0.0007,0.1121,0.0,0.0028,0.0015,0.0
1990.4167,0.0422,0.0016,0.044,0.0002,0.0608,0.0,0.3057,0.0006,0.0004,0.0515,0.0001,0.337,0.0006,0.088,0.0,0.0038,0.0018,0.0
1990.5,0.0488,0.0015,0.0506,0.0002,0.0651,0.0,0.2533,0.0005,0.0003,0.0437,0.0001,0.397,0.0006,0.0781,0.0,0.0059,0.0024,0.0
1990.5833,0.0595,0.0015,0.0613,0.0003,0.0731,0.0,0.2325,0.0004,0.0002,0.0412,0.0001,0.4028,0.0005,0.069,0.0,0.0094,0.0034,0.0
1990.6667,0.0755,0.0015,0.0774,0.0005,0.0824,0.0,0.2676,0.0004,0.0002,0.0487,0.0001,0.3261,0.0005,0.0629,0.0,0.0144,0.0046,0.0
1990.75,0.0788,0.0011,0.0806,0.0006,0.0571,0.0,0.3383,0.0004,0.0002,0.0633,0.0001,0.2768,0.0005,0.0599,0.0,0.0203,0.0057,0.0
1990.8333,0.0767,0.0008,0.0783,0.0007,0.0358,0.0,0.4133,0.0003,0.0002,0.0795,0.0001,0.2258,0.0005,0.0547,0.0,0.026,0.0063,0.0
1990.9167,0.0748,0.0005,0.0762,0.0009,0.021,0.0,0.4564,0.0003,0.0001,0.0978,0.0001,0.1896,0.0004,0.0513,0.0,0.0325,0.0068,0.0001
1991.0,0.0756,0.0003,0.077,0.0011,0.0113,0.0,0.4561,0.0002,0.0001,0.1183,0.0001,0.1736,0.0005,0.0527,0.0,0.0413,0.0074,0.0001
1991.0833,0.075,0.0002,0.0769,0.0016,0.0097,0.0,0.4003,0.0003,0.0001,0.0923,0.0001,0.2688,0.0005,0.0495,0.0,0.0323,0.0061,0.0001
1991.1667,0.0777,0.0002,0.0802,0.0023,0.0086,0.0,0.3045,0.0004,0.0002,0.0735,0.0001,0.3911,0.0005,0.0428,0.0,0.0254,0.0051,0.0
1991.25,0.079,0.0002,0.0824,0.0032,0.0074,0.0,0.2461,0.0005,0.0002,0.0622,0.0001,0.4699,0.0004,0.0339,0.0,0.0204,0.0043,0.0
1991.3333,0.0781,0.0002,0.0824,0.0041,0.0062,0.0,0.1908,0.0005,0.0002,0.0504,0.0001,0.5514,0.0003,0.0228,0.0001,0.016,0.0035,0.0
1991.4167,0.0769,0.0001,0.0822,0.0051,0.005,0.0,0.145,0.0006,0.0002,0.0401,0.0001,0.6216,0.0002,0.0111,0.0001,0.013,0.003,0.0
1991.5,0.0893,0.0001,0.0969,0.0074,0.0047,0.0,0.1509,0.0008,0.0002,0.0436,0.0001,0.5799,0.0001,0.0075,0.0001,0.0143,0.0035,0.0
1991.5833,0.101,0.0001,0.1115,0.0103,0.0042,0.0,0.156,0.0011,0.0003,0.047,0.0001,0.5352,0.0001,0.0047,0.0001,0.016,0.0041,0.0
1991.6667,0.1179,0.0001,0.1326,0.0145,0.0036,0.0,0.1785,0.0016,0.0004,0.0562,0.0001,0.4448,0.0001,0.0031,0.0001,0.0192,0.0051,0.0
1991.75,0.1319,0.0001,0.1515,0.0194,0.0028,0.0,0.2051,0.0024,0.0006,0.0674,0.0001,0.344,0.0,0.002,0.0001,0.0229,0.0064,0.0
1991.8333,0.1393,0.0001,0.1636,0.0242,0.002,0.0,0.23,0.0033,0.0007,0.0789,0.0001,0.2497,0.0,0.0012,0.0001,0.0264,0.0078,0.0
1991.9167,0.1639,0.0,0.1974,0.0334,0.0014,0.0,0.1792,0.0034,0.0007,0.0778,0.0001,0.1965,0.0,0.0008,0.0,0.0348,0.0107,0.0001
1992.0,0.1925,0.0,0.2374,0.0449,0.0007,0.0,0.1143,0.003,0.0006,0.0672,0.0001,0.1494,0.0,0.0005,0.0,0.0446,0.0145,0.0001
1992.0833,0.1627,0.0,0.2044,0.0416,0.0007,0.0,0.1217,0.0045,0.0008,0.0741,0.0001,0.1904,0.0,0.0007,0.0,0.0319,0.0131,0.0001
1992.1667,0.1418,0.0,0.1815,0.0396,0.0007,0.0,0.1173,0.0059,0.0009,0.0742,0.0001,0.2476,0.0,0.001,0.0001,0.0236,0.0123,0.0001
1992.25,0.1299,0.0,0.1695,0.0395,0.0008,0.0,0.0987,0.0065,0.0009,0.065,0.0001,0.3395,0.0,0.0015,0.0001,0.0186,0.0121,0.0
1992.3333,0.1213,0.0,0.1614,0.0401,0.0008,0.0,0.0914,0.0078,0.001,0.0628,0.0001,0.3827,0.0001,0.0022,0.0001,0.0158,0.0128,0.0
1992.4167,0.1158,0.0,0.1572,0.0414,0.0009,0.0,0.0889,0.0096,0.0011,0.0638,0.0001,0.3988,0.0001,0.0029,0.0001,0.0141,0.0142,0.0
1992.5,0.1094,0.0,0.1517,0.0423,0.0009,0.0,0.0855,0.0114,0.0012,0.0643,0.0001,0.4146,0.0001,0.0039,0.0001,0.0126,0.016,0.0
1992.5833,0.1022,0.0,0.1448,0.0425,0.0009,0.0,0.0813,0.0133,0.0013,0.0644,0.0001,0.4299,0.0001,0.0051,0.0002,0.0115,0.0183,0.0
1992.6667,0.0954,0.0,0.1381,0.0427,0.0009,0.0,0.0775,0.0154,0.0013,0.0647,0.0001,0.4395,0.0002,0.0065,0.0002,0.0106,0.0216,0.0
1992.75,0.098,0.0,0.1451,0.047,0.001,0.0,0.0849,0.0202,0.0015,0.075,0.0001,0.3809,0.0002,0.0076,0.0001,0.0106,0.0277,0.0001
1992.8333,0.0985,0.0,0.1492,0.0506,0.001,0.0,0.0919,0.026,0.0017,0.0861,0.0001,0.324,0.0002,0.0084,0.0001,0.0101,0.0349,0.0001
1992.9167,0.1015,0.0,0.1573,0.0558,0.001,0.0,0.1048,0.0351,0.002,0.1047,0.0001,0.2313,0.0002,0.0081,0.0001,0.0095,0.0445,0.0001
1993.0,0.105,0.0,0.1668,0.0617,0.001,0.0,0.1249,0.0491,0.0024,0.1334,0.0001,0.105,0.0001,0.005,0.0,0.0085,0.0561,0.0001
