,DENV1_I,DENV1_II,DENV1_III,DENV1_IV,DENV1_V,DENV2_AMERICAN,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_ASIANII,DENV2_COSMOPOLITAN,DENV2_SYLVATIC,DENV3_I,DENV3_II,DENV3_III,DENV3_V,DENV4_I,DENV4_II,DENV4_SYLVATIC
1993.0833,0.1006,0.0,0.153,0.0523,0.0012,0.0,0.1555,0.0505,0.0025,0.1332,0.0001,0.1463,0.0002,0.0091,0.0001,0.0061,0.0461,0.0001
1993.1667,0.0935,0.0,0.1364,0.0428,0.0014,0.0,0.1832,0.0495,0.0026,0.1297,0.0001,0.1926,0.0004,0.0154,0.0001,0.0043,0.0373,0.0001
1993.25,0.0954,0.0,0.1338,0.0383,0.0019,0.0,0.1421,0.0392,0.0021,0.1107,0.0001,0.2782,0.0007,0.0279,0.0001,0.0034,0.034,0.0001
1993.3333,0.0938,0.0,0.1267,0.0329,0.0023,0.0,0.1148,0.0324,0.0018,0.0982,0.0001,0.3425,0.001,0.0451,0.0001,0.0027,0.032,0.0
1993.4167,0.0949,0.0,0.1238,0.0289,0.0028,0.0,0.1026,0.0295,0.0017,0.0963,0.0001,0.3572,0.0015,0.0643,0.0001,0.0024,0.0331,0.0001
1993.5,0.0944,0.0,0.1193,0.0248,0.0035,0.0,0.0912,0.0268,0.0016,0.094,0.0001,0.3673,0.002,0.0883,0.0001,0.0021,0.0348,0.0001
1993.5833,0.0926,0.0,0.1135,0.0209,0.0041,0.0,0.0807,0.0241,0.0014,0.0912,0.0001,0.373,0.0026,0.1172,0.0001,0.0018,0.0365,0.0001
1993.6667,0.0973,0.0,0.116,0.0186,0.0051,0.0,0.0801,0.0244,0.0015,0.0994,0.0001,0.3253,0.0032,0.1492,0.0001,0.0016,0.0415,0.0001
1993.75,0.1047,0.0,0.1216,0.0169,0.0065,0.0,0.0827,0.0256,0.0016,0.1125,0.0001,0.2601,0.0038,0.1798,0.0001,0.0015,0.0482,0.0001
1993.8333,0.1112,0.0,0.1261,0.0149,0.0081,0.0,0.0847,0.0267,0.0017,0.1265,0.0001,0.1986,0.0042,0.2073,0.0001,0.0013,0.0553,0.0001
1993.9167,0.1227,0.0,0.1361,0.0134,0.0103,0.0,0.0952,0.0304,0.002,0.1562,0.0,0.1408,0.004,0.1837,0.0001,0.0011,0.0666,0.0001
1994.0,0.1437,0.0,0.1563,0.0126,0.014,0.0,0.1191,0.0376,0.0026,0.1979,0.0,0.0898,0.0027,0.0971,0.0,0.0009,0.0788,0.0001
1994.0833,0.1003,0.0,0.1119,0.0116,0.0166,0.0,0.1702,0.0306,0.0026,0.236,0.0,0.1196,0.0029,0.0778,0.0,0.0009,0.0985,0.0001
1994.1667,0.0877,0.0,0.1008,0.0131,0.0233,0.0,0.1811,0.0203,0.002,0.2112,0.0,0.132,0.0033,0.0658,0.0,0.0011,0.1522,0.0002
1994.25,0.1011,0.0,0.1202,0.0191,0.0411,0.0,0.1237,0.0117,0.0014,0.1414,0.0,0.1884,0.0047,0.0728,0.0001,0.0013,0.1856,0.0003
1994.3333,0.0998,0.0,0.1234,0.0236,0.0515,0.0,0.0728,0.0058,0.0008,0.0816,0.0,0.2584,0.0061,0.0756,0.0001,0.0017,0.225,0.0003
1994.4167,0.0848,0.0,0.1097,0.0249,0.036,0.0,0.058,0.0038,0.0006,0.0639,0.0,0.2648,0.0073,0.0733,0.0001,0.0023,0.2956,0.0004
1994.5,0.0787,0.0,0.107,0.0283,0.027,0.0,0.0554,0.0029,0.0005,0.06,0.0,0.297,0.0095,0.0785,0.0001,0.0027,0.2767,0.0004
1994.5833,0.0758,0.0,0.1092,0.0333,0.0209,0.0,0.0613,0.0025,0.0005,0.0655,0.0,0.2618,0.0116,0.08,0.0001,0.0035,0.2954,0.0004
1994.6667,0.0719,0.0,0.1104,0.0384,0.0155,0.0,0.0676,0.0021,0.0005,0.0714,0.0,0.228,0.0138,0.0803,0.0001,0.0045,0.3121,0.0004
1994.75,0.0767,0.0,0.1263,0.0496,0.0125,0.0,0.0834,0.0019,0.0005,0.0871,0.0,0.2263,0.0184,0.0909,0.0001,0.0044,0.2331,0.0003
1994.8333,0.0783,0.0,0.1396,0.0612,0.009,0.0,0.1001,0.0016,0.0005,0.1034,0.0,0.2178,0.0235,0.0994,0.0001,0.004,0.1622,0.0002
1994.9167,0.0769,0.0,0.1497,0.0727,0.0056,0.0,0.1172,0.0012,0.0004,0.12,0.0,0.2038,0.0288,0.1053,0.0001,0.0031,0.1002,0.0001
1995.0,0.0729,0.0,0.1578,0.0848,0.0024,0.0,0.1324,0.0008,0.0003,0.1327,0.0,0.1863,0.0331,0.1068,0.0001,0.002,0.0519,0.0001
1995.0833,0.0699,0.0,0.1741,0.1041,0.0018,0.0,0.0961,0.0005,0.0002,0.0957,0.0,0.3052,0.0207,0.0762,0.0001,0.0045,0.0983,0.0001
1995.1667,0.0742,0.0,0.2142,0.1399,0.0016,0.0,0.1063,0.0005,0.0002,0.1052,0.0,0.3355,0.0103,0.0432,0.0001,0.0046,0.0754,0.0001
1995.25,0.0775,0.0,0.2227,0.1451,0.0015,0.0,0.1488,0.0007,0.0004,0.1299,0.0001,0.2846,0.0059,0.0288,0.0001,0.0063,0.0782,0.0001
1995.3333,0.0842,0.0,0.229,0.1447,0.0015,0.0,0.1839,0.0009,0.0005,0.1108,0.0001,0.2678,0.0037,0.0207,0.0001,0.0091,0.0888,0.0001
1995.4167,0.0624,0.0,0.1707,0.1083,0.0015,0.0,0.2028,0.0011,0.0007,0.0997,0.0001,0.3027,0.0026,0.0172,0.0001,0.0146,0.1136,0.0002
1995.5,0.0434,0.0,0.1351,0.0917,0.0015,0.0,0.1494,0.001,0.0007,0.0843,0.0001,0.4535,0.0023,0.0181,0.0002,0.0131,0.0732,0.0001
1995.5833,0.0257,0.0,0.0925,0.0667,0.0014,0.0,0.1143,0.001,0.0008,0.0741,0.0001,0.5909,0.0019,0.0175,0.0002,0.0094,0.0387,0.0001
1995.6667,0.0177,0.0,0.0747,0.057,0.0015,0.0,0.1166,0.0012,0.0011,0.0867,0.0001,0.6013,0.0016,0.019,0.0002,0.0087,0.0269,0.0001
1995.75,0.0139,0.0,0.0703,0.0564,0.0018,0.0,0.1079,0.0014,0.0014,0.1016,0.0001,0.5885,0.0016,0.0226,0.0002,0.0097,0.023,0.0
1995.8333,0.0119,0.0,0.0739,0.062,0.0024,0.0,0.0526,0.0009,0.001,0.0776,0.0001,0.6496,0.0016,0.03,0.0002,0.0117,0.0215,0.0
1995.9167,0.0114,0.0,0.0895,0.0781,0.0036,0.0,0.0322,0.0007,0.0008,0.0781,0.0,0.6065,0.0017,0.0415,0.0002,0.0166,0.0237,0.0001
1996.0,0.0121,0.0,0.1238,0.1117,0.0061,0.0,0.0284,0.0007,0.001,0.1245,0.0001,0.4259,0.0015,0.0524,0.0002,0.0269,0.0302,0.0001
1996.0833,0.0132,0.0,0.1475,0.1343,0.0098,0.0,0.0274,0.0008,0.0012,0.1347,0.0001,0.4398,0.0011,0.0429,0.0002,0.0142,0.0176,0.0
1996.1667,0.0162,0.0,0.1983,0.1821,0.0171,0.0,0.0207,0.0007,0.0012,0.115,0.0001,0.4558,0.0008,0.0384,0.0002,0.0073,0.01,0.0
1996.25,0.0197,0.0,0.2653,0.2455,0.0288,0.0,0.0169,0.0007,0.0012,0.1063,0.0001,0.4275,0.0006,0.0343,0.0002,0.0038,0.0057,0.0
1996.3333,0.0226,0.0,0.3268,0.304,0.0453,0.0,0.0138,0.0006,0.0012,0.0991,0.0001,0.4006,0.0005,0.0303,0.0001,0.0016,0.0027,0.0
1996.4167,0.0223,0.0,0.2816,0.2592,0.0572,0.0,0.0137,0.0007,0.0015,0.1137,0.0,0.4435,0.0004,0.0316,0.0002,0.0009,0.0017,0.0
1996.5,0.0189,0.0,0.1962,0.1773,0.0601,0.0,0.0148,0.0008,0.0019,0.1419,0.0,0.5127,0.0004,0.0351,0.0002,0.0005,0.0011,0.0
1996.5833,0.0186,0.0,0.1609,0.1422,0.0635,0.0,0.0193,0.0011,0.003,0.216,0.0,0.4681,0.0004,0.0407,0.0002,0.0004,0.0009,0.0
1996.6667,0.0169,0.0,0.1228,0.1059,0.0396,0.0,0.025,0.0015,0.0047,0.2894,0.0,0.445,0.0005,0.0532,0.0002,0.0003,0.0008,0.0
1996.75,0.0217,0.0,0.1354,0.1137,0.0354,0.0,0.0329,0.0021,0.0073,0.3187,0.0,0.3767,0.0007,0.0736,0.0001,0.0003,0.0009,0.0
1996.8333,0.0296,0.0,0.1591,0.1294,0.0328,0.0,0.0445,0.0029,0.0116,0.3484,0.0,0.2881,0.0009,0.0943,0.0001,0.0003,0.0009,0.0
1996.9167,0.0368,0.0,0.1581,0.1213,0.03,0.0,0.0694,0.0046,0.0212,0.4004,0.0,0.1844,0.001,0.1138,0.0001,0.0003,0.0011,0.0
1997.0,0.0485,0.0,0.1653,0.1168,0.0306,0.0,0.1065,0.0072,0.0379,0.3903,0.0001,0.1053,0.0012,0.1381,0.0,0.0003,0.0013,0.0
1997.0833,0.0379,0.0,0.1284,0.0905,0.0324,0.0,0.1064,0.0061,0.0304,0.4751,0.0001,0.0693,0.0014,0.1339,0.0,0.0004,0.0018,0.0
1997.1667,0.0299,0.0,0.101,0.0711,0.0339,0.0,0.118,0.0057,0.0267,0.5487,0.0001,0.0428,0.0014,0.1057,0.0,0.0004,0.0023,0.0
1997.25,0.0265,0.0,0.0891,0.0626,0.0393,0.0,0.1384,0.0056,0.0243,0.5617,0.0001,0.0291,0.0015,0.0937,0.0,0.0005,0.0033,0.0
1997.3333,0.0236,0.0,0.0788,0.0552,0.045,0.0,0.162,0.0052,0.0216,0.564,0.0001,0.0194,0.0017,0.0834,0.0,0.0006,0.0046,0.0
1997.4167,0.0247,0.0,0.0821,0.0573,0.0608,0.0,0.2017,0.0051,0.0198,0.5014,0.0001,0.0148,0.0021,0.088,0.0,0.0008,0.0074,0.0
1997.5,0.0252,0.0,0.0831,0.0579,0.0578,0.0,0.2018,0.005,0.018,0.491,0.0001,0.0113,0.0028,0.0992,0.0,0.0011,0.0115,0.0
1997.5833,0.033,0.0,0.1079,0.075,0.0649,0.0,0.2004,0.0052,0.0179,0.3946,0.0001,0.0103,0.0048,0.1466,0.0,0.0017,0.0222,0.0
1997.6667,0.0426,0.0,0.1386,0.0959,0.0713,0.0,0.155,0.0047,0.0151,0.3109,0.0,0.0072,0.008,0.2136,0.0,0.0025,0.0412,0.0001
1997.75,0.0503,0.0,0.1512,0.1009,0.0742,0.0,0.1577,0.0055,0.0167,0.2955,0.0,0.004,0.0091,0.1763,0.0,0.0032,0.0664,0.0001
1997.8333,0.0539,0.0,0.1392,0.0852,0.0756,0.0,0.1996,0.0081,0.0231,0.3037,0.0001,0.0022,0.0092,0.1288,0.0,0.0026,0.0615,0.0001
1997.9167,0.0652,0.0,0.1468,0.0816,0.0887,0.0,0.1837,0.0099,0.0268,0.3338,0.0001,0.0013,0.0102,0.1063,0.0,0.0012,0.0302,0.0
1998.0,0.0899,0.0,0.1799,0.09,0.1178,0.0,0.1706,0.0119,0.03,0.2781,0.0001,0.0009,0.0126,0.1017,0.0,0.0001,0.0034,0.0
1998.0833,0.0703,0.0,0.148,0.0777,0.1069,0.0,0.1992,0.0135,0.0262,0.2986,0.0004,0.0009,0.0208,0.1172,0.0,0.0001,0.0039,0.0
1998.1667,0.0656,0.0,0.1455,0.0799,0.1163,0.0,0.1562,0.0124,0.0187,0.292,0.0007,0.0011,0.0392,0.1588,0.0,0.0002,0.0066,0.0
1998.25,0.0588,0.0,0.138,0.0792,0.122,0.0,0.1319,0.0122,0.0143,0.3128,0.0013,0.0011,0.058,0.1565,0.0,0.0004,0.0108,0.0
1998.3333,0.0578,0.0,0.1439,0.0861,0.1411,0.0,0.1193,0.0126,0.0115,0.3105,0.0022,0.0012,0.071,0.135,0.0,0.0005,0.017,0.0
1998.4167,0.0582,0.0,0.15,0.0917,0.1721,0.0,0.1257,0.0151,0.0105,0.3221,0.0037,0.0011,0.0493,0.0957,0.0,0.0008,0.0249,0.0
1998.5,0.0429,0.0,0.1003,0.0573,0.1828,0.0,0.1493,0.02,0.0107,0.3771,0.0065,0.0009,0.0332,0.0659,0.0,0.0009,0.0314,0.0
1998.5833,0.0366,0.0,0.0781,0.0414,0.2186,0.0,0.1876,0.028,0.0112,0.3115,0.0104,0.001,0.0286,0.058,0.0,0.0013,0.0476,0.0001
1998.6667,0.0381,0.0,0.0747,0.0365,0.2235,0.0,0.1969,0.0384,0.0112,0.2362,0.0162,0.0014,0.0323,0.0671,0.0,0.0022,0.0831,0.0001
1998.75,0.0373,0.0,0.0677,0.0303,0.2024,0.0,0.2139,0.0536,0.011,0.1836,0.0247,0.0018,0.0344,0.0731,0.0,0.003,0.1159,0.0002
1998.8333,0.0357,0.0,0.0601,0.0244,0.1784,0.0,0.2562,0.081,0.0109,0.1531,0.0398,0.0022,0.0355,0.0771,0.0,0.0026,0.0897,0.0001
1998.9167,0.0332,0.0,0.0523,0.0191,0.1534,0.0,0.2943,0.1158,0.0091,0.1159,0.0603,0.0027,0.0356,0.079,0.0,0.0022,0.0679,0.0001
1999.0,0.0338,0.0,0.0503,0.0165,0.1488,0.0,0.2972,0.1158,0.0051,0.0872,0.0891,0.0036,0.0394,0.0918,0.0,0.0021,0.0586,0.0001
1999.0833,0.031,0.0,0.0474,0.0163,0.1711,0.0,0.3342,0.0828,0.0036,0.1091,0.0764,0.0044,0.0293,0.0758,0.0,0.0023,0.0519,0.0001
1999.1667,0.0236,0.0,0.0369,0.0133,0.1368,0.0,0.4138,0.0583,0.0026,0.1484,0.0729,0.0045,0.0189,0.0542,0.0,0.0022,0.0406,0.0001
1999.25,0.0156,0.0,0.0251,0.0095,0.0904,0.0,0.4779,0.0348,0.0016,0.2088,0.0739,0.0039,0.0108,0.0346,0.0,0.0019,0.0282,0.0
1999.3333,0.011,0.0,0.0182,0.0072,0.063,0.0,0.4712,0.0188,0.0009,0.2863,0.079,0.0034,0.0065,0.0232,0.0,0.0017,0.021,0.0
1999.4167,0.0123,0.0,0.0209,0.0086,0.0701,0.0,0.473,0.0122,0.0006,0.2465,0.107,0.0046,0.0061,0.0247,0.0,0.0024,0.0247,0.0
1999.5,0.0156,0.0,0.0273,0.0116,0.0886,0.0,0.4366,0.0082,0.0004,0.2038,0.1479,0.0069,0.0065,0.0296,0.0,0.0036,0.0323,0.0001
1999.5833,0.0208,0.0,0.0373,0.0166,0.1169,0.0,0.3931,0.0056,0.0003,0.1755,0.1566,0.0106,0.0072,0.0369,0.0,0.0058,0.0444,0.0001
1999.6667,0.0279,0.0,0.0518,0.0238,0.1561,0.0,0.3716,0.0038,0.0002,0.1587,0.1038,0.0162,0.0079,0.0462,0.0,0.0095,0.0624,0.0001
1999.75,0.0357,0.0,0.0683,0.0326,0.1994,0.0,0.3344,0.0024,0.0001,0.1366,0.0617,0.0231,0.0082,0.0548,0.0,0.0145,0.0825,0.0001
1999.8333,0.0403,0.0,0.0796,0.0392,0.1912,0.0,0.3265,0.0015,0.0001,0.1277,0.0359,0.0304,0.0078,0.0599,0.0,0.021,0.1041,0.0002
1999.9167,0.043,0.0,0.0876,0.0446,0.1666,0.0,0.3274,0.0008,0.0,0.1227,0.0171,0.038,0.007,0.0628,0.0,0.0292,0.1268,0.0002
2000.0,0.0437,0.0,0.0931,0.0493,0.1428,0.0,0.3282,0.0002,0.0,0.1168,0.0,0.0448,0.0059,0.0623,0.0,0.0402,0.1523,0.0003
2000.0833,0.0295,0.0,0.0665,0.037,0.1055,0.0,0.5022,0.0003,0.0,0.1059,0.0001,0.0358,0.0046,0.0475,0.0,0.0245,0.0962,0.0002
2000.1667,0.0185,0.0,0.0445,0.0259,0.0732,0.0,0.6518,0.0004,0.0,0.0862,0.0001,0.0268,0.0034,0.0339,0.0,0.014,0.057,0.0001
2000.25,0.011,0.0,0.0281,0.0171,0.0479,0.0,0.7663,0.0004,0.0,0.0668,0.0001,0.019,0.0023,0.0228,0.0,0.0075,0.0316,0.0001
2000.3333,0.0069,0.0,0.0188,0.0119,0.0333,0.0,0.829,0.0004,0.0,0.0571,0.0001,0.0143,0.0017,0.0163,0.0,0.0042,0.0186,0.0
2000.4167,0.0063,0.0,0.0185,0.0122,0.0339,0.0,0.8232,0.0005,0.0,0.0639,0.0001,0.0157,0.0018,0.0171,0.0,0.0035,0.0158,0.0
2000.5,0.0059,0.0,0.0188,0.0129,0.0356,0.0,0.8116,0.0005,0.0,0.0727,0.0001,0.0178,0.002,0.0185,0.0,0.0028,0.0133,0.0
2000.5833,0.0061,0.0,0.0211,0.015,0.0415,0.0,0.7796,0.0005,0.0,0.0887,0.0001,0.0224,0.0024,0.0221,0.0,0.0025,0.0124,0.0
2000.6667,0.0064,0.0,0.0243,0.018,0.0496,0.0,0.7375,0.0005,0.0,0.1086,0.0001,0.0289,0.003,0.0271,0.0,0.0022,0.0112,0.0
2000.75,0.0072,0.0,0.0307,0.0234,0.0649,0.0,0.6629,0.0005,0.0,0.1394,0.0001,0.0408,0.0042,0.0364,0.0,0.0019,0.0104,0.0
2000.8333,0.0079,0.0,0.0372,0.0294,0.0816,0.0,0.5832,0.0005,0.0,0.1704,0.0001,0.0555,0.0055,0.047,0.0,0.0016,0.0088,0.0
2000.9167,0.0082,0.0,0.0441,0.0358,0.1004,0.0,0.5012,0.0005,0.0,0.1992,0.0001,0.0736,0.007,0.0593,0.0,0.0008,0.0045,0.0
2001.0,0.0082,0.0,0.0504,0.0421,0.1191,0.0,0.4199,0.0004,0.0,0.2243,0.0001,0.0934,0.0086,0.0717,0.0,0.0003,0.0016,0.0
2001.0833,0.0085,0.0,0.0604,0.0519,0.0975,0.0,0.3724,0.0007,0.0,0.3349,0.0001,0.0592,0.0078,0.0549,0.0,0.0002,0.0015,0.0
2001.1667,0.0096,0.0,0.0806,0.071,0.0884,0.0,0.3392,0.001,0.0,0.3804,0.0001,0.0421,0.0079,0.0471,0.0,0.0002,0.0016,0.0
2001.25,0.0116,0.0,0.1196,0.1079,0.0888,0.0,0.3391,0.0014,0.0001,0.3479,0.0001,0.0333,0.0089,0.0452,0.0,0.0003,0.0018,0.0
2001.3333,0.0129,0.0,0.1699,0.1569,0.0824,0.0,0.3372,0.0021,0.0001,0.3155,0.0001,0.0244,0.0093,0.0406,0.0,0.0003,0.0019,0.0
2001.4167,0.0136,0.0,0.2439,0.2302,0.0723,0.0,0.3414,0.0029,0.0001,0.2553,0.0001,0.0172,0.0094,0.0354,0.0,0.0002,0.0019,0.0
2001.5,0.0136,0.0,0.3458,0.3321,0.0586,0.0,0.3558,0.004,0.0001,0.159,0.0001,0.0115,0.009,0.0297,0.0,0.0002,0.0017,0.0
2001.5833,0.0143,0.0,0.4344,0.4199,0.0507,0.0,0.3227,0.0052,0.0002,0.1097,0.0,0.0085,0.0099,0.0284,0.0,0.0002,0.0015,0.0
2001.6667,0.0167,0.0,0.4521,0.4352,0.0521,0.0,0.31,0.0073,0.0002,0.0946,0.0,0.0073,0.0129,0.0324,0.0,0.0002,0.0014,0.0
2001.75,0.0193,0.0,0.4113,0.3919,0.0569,0.0,0.3312,0.0111,0.0004,0.0981,0.0,0.0061,0.0175,0.0387,0.0,0.0001,0.0013,0.0
2001.8333,0.0245,0.0,0.3951,0.3705,0.0707,0.0,0.301,0.015,0.0005,0.1057,0.0,0.0053,0.0267,0.052,0.0,0.0001,0.0011,0.0
2001.9167,0.0286,0.0,0.3491,0.3204,0.0832,0.0,0.2917,0.0205,0.0007,0.1212,0.0,0.0036,0.0385,0.0662,0.0,0.0001,0.0008,0.0
2002.0,0.0305,0.0,0.2763,0.2457,0.0957,0.0,0.3253,0.0296,0.001,0.1095,0.0,0.0009,0.0556,0.085,0.0,0.0,0.0003,0.0
2002.0833,0.0225,0.0,0.3035,0.2809,0.061,0.0,0.3775,0.0218,0.0008,0.1025,0.0001,0.0006,0.0391,0.0712,0.0,0.0,0.0006,0.0
2002.1667,0.0168,0.0,0.3001,0.2832,0.0392,0.0,0.4124,0.0175,0.0007,0.11,0.0001,0.0004,0.0309,0.0672,0.0,0.0001,0.0007,0.0
2002.25,0.0129,0.0,0.3031,0.2901,0.0255,0.0,0.4161,0.0144,0.0007,0.123,0.0001,0.0003,0.0263,0.069,0.0,0.0001,0.0009,0.0
2002.3333,0.0104,0.0,0.3422,0.3316,0.0159,0.0,0.3653,0.012,0.0006,0.1362,0.0001,0.0003,0.0248,0.0793,0.0,0.0001,0.001,0.0
2002.4167,0.0087,0.0,0.4341,0.4253,0.007,0.0,0.2535,0.0092,0.0005,0.1388,0.0,0.0003,0.026,0.1026,0.0,0.0001,0.001,0.0
2002.5,0.0086,0.0001,0.5029,0.4941,0.0017,0.0,0.1745,0.0069,0.0005,0.0932,0.0,0.0003,0.0317,0.1568,0.0,0.0001,0.0013,0.0
2002.5833,0.0088,0.0,0.4171,0.4081,0.0008,0.0,0.174,0.0075,0.0005,0.0868,0.0,0.0003,0.039,0.2464,0.0,0.0001,0.0021,0.0
2002.6667,0.0097,0.0,0.3604,0.3506,0.0005,0.0,0.1966,0.0098,0.0008,0.1,0.0,0.0002,0.0431,0.2622,0.0,0.0002,0.0039,0.0
2002.75,0.012,0.0,0.3282,0.316,0.0004,0.0,0.2363,0.0145,0.0013,0.1437,0.0,0.0002,0.0446,0.2034,0.0,0.0003,0.0065,0.0
2002.8333,0.0142,0.0,0.2963,0.282,0.0003,0.0,0.2564,0.0197,0.0018,0.1966,0.0,0.0002,0.0445,0.1551,0.0,0.0004,0.0097,0.0
2002.9167,0.0219,0.0,0.3636,0.3416,0.0002,0.0,0.1996,0.0206,0.0021,0.1548,0.0,0.0002,0.0588,0.159,0.0,0.0006,0.018,0.0
2003.0,0.0298,0.0,0.3585,0.3286,0.0001,0.0,0.1794,0.0233,0.0026,0.0984,0.0,0.0002,0.0872,0.1963,0.0,0.0009,0.0311,0.0
2003.0833,0.0219,0.0,0.4775,0.4555,0.0002,0.0,0.1304,0.012,0.0017,0.0578,0.0,0.0004,0.0592,0.2197,0.0,0.0004,0.0124,0.0
2003.1667,0.0162,0.0,0.4839,0.4676,0.0003,0.0,0.1198,0.0073,0.0012,0.0427,0.0,0.0008,0.0386,0.2731,0.0,0.0001,0.0035,0.0
2003.25,0.0137,0.0,0.4115,0.3977,0.0003,0.0,0.1498,0.0055,0.0011,0.0427,0.0,0.0016,0.02,0.3408,0.0,0.0001,0.002,0.0
2003.3333,0.0144,0.0,0.4138,0.3993,0.0003,0.0,0.1712,0.0037,0.0009,0.0442,0.0,0.0024,0.0095,0.3274,0.0,0.0001,0.0015,0.0
2003.4167,0.0176,0.0,0.3993,0.3815,0.0003,0.0,0.2153,0.0031,0.0009,0.0563,0.0,0.0034,0.0061,0.2892,0.0,0.0001,0.0015,0.0
2003.5,0.0224,0.0,0.41,0.3874,0.0004,0.0,0.2125,0.0021,0.0007,0.063,0.0,0.0049,0.0038,0.2765,0.0,0.0001,0.0015,0.0
2003.5833,0.0303,0.0,0.4559,0.4255,0.0004,0.0,0.1619,0.0013,0.0005,0.0588,0.0,0.0071,0.0023,0.2851,0.0,0.0001,0.0014,0.0
2003.6667,0.0409,0.0,0.4875,0.4464,0.0003,0.0,0.1405,0.0008,0.0004,0.0621,0.0,0.0094,0.0011,0.2688,0.0,0.0,0.0012,0.0
2003.75,0.0531,0.0,0.4231,0.3698,0.0003,0.0,0.1751,0.0008,0.0005,0.0941,0.0,0.0131,0.0007,0.2625,0.0,0.0,0.0011,0.0
2003.8333,0.0736,0.0,0.4037,0.33,0.0003,0.0,0.1473,0.0007,0.0004,0.1189,0.0,0.0195,0.0004,0.2746,0.0,0.0,0.0011,0.0
2003.9167,0.1026,0.0,0.4114,0.3086,0.0003,0.0,0.1313,0.0006,0.0005,0.1602,0.0,0.0236,0.0002,0.2304,0.0,0.0,0.0011,0.0
2004.0,0.1359,0.0,0.4193,0.2833,0.0005,0.0,0.1071,0.0005,0.0004,0.2032,0.0,0.0273,0.0001,0.1911,0.0,0.0001,0.0013,0.0
2004.0833,0.1225,0.0001,0.6075,0.4847,0.0017,0.0,0.0621,0.0004,0.0004,0.1019,0.0,0.0183,0.0001,0.162,0.0,0.0003,0.005,0.0
2004.1667,0.0941,0.0001,0.7322,0.6378,0.0042,0.0,0.0283,0.0002,0.0002,0.0403,0.0,0.0118,0.0001,0.1367,0.0,0.0006,0.0121,0.0
2004.25,0.0946,0.0001,0.71,0.6153,0.008,0.0,0.0241,0.0002,0.0003,0.0298,0.0,0.0102,0.0001,0.1593,0.0,0.0014,0.0245,0.0
2004.3333,0.0945,0.0001,0.6762,0.5815,0.0131,0.0,0.02,0.0002,0.0003,0.0215,0.0,0.0081,0.0001,0.1835,0.0,0.0025,0.0432,0.0001
2004.4167,0.105,0.0001,0.5685,0.4633,0.0197,0.0,0.0231,0.0002,0.0005,0.0216,0.0,0.0068,0.0002,0.2491,0.0,0.0047,0.0765,0.0001
2004.5,0.1206,0.0001,0.5058,0.385,0.0286,0.0,0.0299,0.0003,0.0008,0.0244,0.0,0.0047,0.0002,0.2401,0.0,0.0082,0.1281,0.0002
2004.5833,0.1318,0.0,0.3992,0.2673,0.0372,0.0,0.0424,0.0005,0.0014,0.0301,0.0,0.0033,0.0002,0.2362,0.0,0.0139,0.208,0.0003
2004.6667,0.1462,0.0,0.3362,0.1899,0.0485,0.0,0.0636,0.0008,0.0026,0.0392,0.0,0.0024,0.0002,0.2522,0.0,0.0168,0.2093,0.0003
2004.75,0.1587,0.0,0.2895,0.1306,0.0618,0.0,0.0954,0.0012,0.0048,0.051,0.0,0.0015,0.0002,0.222,0.0,0.0212,0.2219,0.0003
2004.8333,0.1808,0.0,0.2722,0.0913,0.0836,0.0,0.1492,0.0019,0.009,0.0688,0.0,0.001,0.0001,0.1722,0.0,0.0229,0.1856,0.0003
2004.9167,0.1597,0.0,0.2232,0.0635,0.0945,0.0,0.1781,0.0024,0.0143,0.0883,0.0,0.0008,0.0001,0.1661,0.0,0.0273,0.1691,0.0003
2005.0,0.1609,0.0,0.2102,0.0492,0.0841,0.0,0.241,0.0035,0.0263,0.1383,0.0,0.0007,0.0001,0.1261,0.0,0.0244,0.1032,0.0002
2005.0833,0.1391,0.0,0.1781,0.039,0.0697,0.0,0.2933,0.0028,0.021,0.1038,0.0,0.001,0.0002,0.1387,0.0,0.0236,0.132,0.0002
2005.1667,0.1213,0.0,0.1524,0.0311,0.0583,0.0,0.4011,0.0021,0.0163,0.0803,0.0,0.0015,0.0003,0.1529,0.0,0.0149,0.0892,0.0001
