,DENV1_I,DENV1_II,DENV1_III,DENV1_IV,DENV1_V,DENV2_AMERICAN,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_ASIANII,DENV2_COSMOPOLITAN,DENV2_SYLVATIC,DENV3_I,DENV3_II,DENV3_III,DENV3_V,DENV4_I,DENV4_II,DENV4_SYLVATIC
2005.25,0.1134,0.0,0.1398,0.0263,0.0522,0.0,0.459,0.0014,0.0107,0.0563,0.0001,0.0023,0.0006,0.1795,0.0,0.0096,0.0612,0.0001
2005.3333,0.1092,0.0,0.1322,0.023,0.0481,0.0,0.4835,0.0008,0.0063,0.0376,0.0001,0.0036,0.001,0.2168,0.0,0.0058,0.0394,0.0001
2005.4167,0.1012,0.0,0.1204,0.0191,0.0431,0.0,0.5371,0.0003,0.0028,0.0238,0.0001,0.0048,0.0014,0.2175,0.0,0.0032,0.023,0.0
2005.5,0.0969,0.0,0.1133,0.0164,0.04,0.0,0.6239,0.0002,0.0012,0.0192,0.0001,0.005,0.0015,0.1568,0.0,0.0019,0.0147,0.0
2005.5833,0.0997,0.0,0.1149,0.0151,0.0401,0.0,0.678,0.0001,0.0005,0.018,0.0001,0.0049,0.0015,0.1076,0.0,0.0013,0.0109,0.0
2005.6667,0.1355,0.0,0.154,0.0184,0.053,0.0,0.6293,0.0,0.0003,0.0196,0.0001,0.0058,0.0019,0.0946,0.0,0.0013,0.0112,0.0
2005.75,0.1558,0.0,0.1766,0.0207,0.0669,0.0,0.5976,0.0,0.0001,0.0231,0.0001,0.0064,0.0021,0.0791,0.0,0.0012,0.0119,0.0
2005.8333,0.1699,0.0,0.1945,0.0246,0.0686,0.0,0.5562,0.0,0.0001,0.0311,0.0001,0.0083,0.0027,0.0787,0.0,0.0014,0.0149,0.0
2005.9167,0.2523,0.0,0.295,0.0426,0.0611,0.0,0.3535,0.0,0.0001,0.0366,0.0,0.0165,0.0052,0.124,0.0,0.0025,0.0275,0.0
2006.0,0.2168,0.0,0.2704,0.0536,0.0506,0.0,0.2652,0.0,0.0001,0.0453,0.0,0.0298,0.0093,0.1772,0.0,0.0035,0.0423,0.0001
2006.0833,0.1242,0.0,0.1667,0.0424,0.0281,0.0,0.4057,0.0,0.0003,0.075,0.0,0.0181,0.0165,0.1944,0.0,0.0033,0.0365,0.0001
2006.1667,0.0776,0.0,0.1136,0.036,0.0172,0.0,0.4824,0.0001,0.0006,0.1296,0.0001,0.0098,0.0222,0.153,0.0,0.0036,0.0359,0.0001
2006.25,0.0594,0.0,0.0965,0.0371,0.0131,0.0,0.552,0.0002,0.0013,0.1252,0.0001,0.0061,0.0273,0.1114,0.0,0.0044,0.0404,0.0001
2006.3333,0.0596,0.0,0.1095,0.0499,0.0134,0.0,0.4973,0.0002,0.0021,0.1385,0.0001,0.0049,0.0417,0.1062,0.0,0.007,0.0591,0.0001
2006.4167,0.0608,0.0,0.1292,0.0684,0.0143,0.0,0.427,0.0004,0.003,0.1588,0.0001,0.0038,0.0625,0.1014,0.0,0.0097,0.0727,0.0001
2006.5,0.0718,0.0,0.1819,0.11,0.0182,0.0,0.3151,0.0005,0.0037,0.1965,0.0001,0.0032,0.106,0.1099,0.0,0.0072,0.0432,0.0001
2006.5833,0.0924,0.0,0.2887,0.1962,0.0261,0.0,0.2276,0.0005,0.0042,0.1549,0.0,0.0027,0.1483,0.1166,0.0,0.0029,0.0139,0.0
2006.6667,0.1188,0.0,0.3976,0.2787,0.0387,0.0,0.2167,0.0007,0.0058,0.1088,0.0,0.002,0.1093,0.0994,0.0,0.0024,0.0095,0.0
2006.75,0.1297,0.0,0.3437,0.2138,0.0472,0.0,0.2788,0.0013,0.0105,0.1026,0.0,0.0018,0.094,0.0998,0.0,0.0027,0.0089,0.0
2006.8333,0.1585,0.0,0.3432,0.1847,0.0645,0.0,0.2553,0.0018,0.0143,0.0882,0.0,0.0019,0.0934,0.1158,0.0,0.0035,0.0096,0.0
2006.9167,0.1896,0.0,0.3739,0.1841,0.1015,0.0,0.1844,0.002,0.0158,0.0742,0.0,0.0021,0.0777,0.1416,0.0,0.0057,0.013,0.0
2007.0,0.1307,0.0,0.3116,0.1807,0.1404,0.0,0.1899,0.003,0.0228,0.0847,0.0,0.0024,0.0448,0.1635,0.0,0.0096,0.0183,0.0
2007.0833,0.0897,0.0,0.3968,0.307,0.115,0.0,0.1192,0.0025,0.0164,0.0528,0.0,0.0054,0.0395,0.2227,0.0,0.0049,0.0131,0.0
2007.1667,0.0458,0.0001,0.6016,0.5556,0.015,0.0,0.1142,0.0034,0.0188,0.0549,0.0001,0.0056,0.0224,0.1212,0.0,0.0046,0.0182,0.0
2007.25,0.0462,0.0001,0.6244,0.5781,0.0139,0.0,0.118,0.0055,0.0258,0.0756,0.0002,0.0039,0.0104,0.0469,0.0,0.0053,0.033,0.0001
2007.3333,0.0689,0.0001,0.6524,0.5833,0.0203,0.0,0.0695,0.0055,0.0221,0.0704,0.0003,0.0057,0.0108,0.0409,0.0,0.0068,0.0753,0.0001
2007.4167,0.1387,0.0001,0.6803,0.5415,0.0416,0.0,0.0228,0.0024,0.0076,0.0286,0.0002,0.0146,0.0209,0.0659,0.0,0.0056,0.0904,0.0001
2007.5,0.2683,0.0001,0.7602,0.4917,0.0519,0.0,0.0159,0.0018,0.0043,0.0261,0.0002,0.0179,0.0256,0.0581,0.0,0.0,0.0001,0.0
2007.5833,0.3588,0.0001,0.7844,0.4254,0.0006,0.0,0.0229,0.0028,0.0049,0.0495,0.0006,0.008,0.0237,0.0391,0.0,0.0,0.0002,0.0
2007.6667,0.3318,0.0001,0.7031,0.3711,0.0015,0.0,0.0414,0.0052,0.007,0.1198,0.0018,0.0065,0.0477,0.0577,0.0,0.0,0.0008,0.0
2007.75,0.2921,0.0001,0.6316,0.3393,0.0037,0.0,0.068,0.0092,0.0092,0.1914,0.0048,0.003,0.0264,0.044,0.0,0.0001,0.0021,0.0
2007.8333,0.2156,0.0001,0.6815,0.4656,0.0094,0.0,0.0565,0.0094,0.0071,0.1453,0.0068,0.0021,0.0182,0.0506,0.0,0.0001,0.0061,0.0
2007.9167,0.2008,0.0001,0.6303,0.4293,0.0195,0.0,0.0656,0.0133,0.0075,0.1292,0.0116,0.0021,0.0159,0.0839,0.0,0.0002,0.0144,0.0
2008.0,0.2243,0.0,0.4987,0.2743,0.0373,0.0,0.0843,0.0202,0.0084,0.098,0.0198,0.0025,0.0124,0.1785,0.0,0.0003,0.0341,0.0
2008.0833,0.2442,0.0001,0.6805,0.4361,0.0673,0.0,0.0313,0.0083,0.0032,0.0499,0.0051,0.0019,0.008,0.0879,0.0,0.0003,0.0495,0.0001
2008.1667,0.2575,0.0001,0.6435,0.3858,0.1116,0.0,0.0326,0.0096,0.0035,0.072,0.0029,0.0019,0.0072,0.0593,0.0,0.0003,0.0489,0.0001
2008.25,0.2965,0.0001,0.7673,0.4705,0.0885,0.0,0.0299,0.0097,0.0033,0.0603,0.0014,0.0013,0.0044,0.0259,0.0,0.0,0.0004,0.0
2008.3333,0.2325,0.0001,0.7556,0.5228,0.0798,0.0,0.0362,0.013,0.0041,0.0587,0.0009,0.0024,0.0078,0.0332,0.0,0.0,0.0004,0.0
2008.4167,0.1421,0.0001,0.7397,0.5973,0.0005,0.0,0.0639,0.0253,0.0074,0.0833,0.0007,0.0051,0.0156,0.0494,0.0,0.0,0.0004,0.0
2008.5,0.1417,0.0001,0.6171,0.4752,0.0009,0.0,0.077,0.0425,0.0116,0.1198,0.0,0.0112,0.0322,0.0765,0.0,0.0,0.0015,0.0
2008.5833,0.1391,0.0,0.4918,0.3526,0.0012,0.0,0.0665,0.0647,0.0165,0.2005,0.0,0.0185,0.0497,0.0755,0.0,0.0,0.0034,0.0
2008.6667,0.1656,0.0,0.4497,0.2839,0.0021,0.0,0.039,0.0487,0.0141,0.1909,0.0,0.0346,0.0979,0.0984,0.0,0.0,0.008,0.0
2008.75,0.2935,0.0001,0.6273,0.3336,0.006,0.0,0.0178,0.0289,0.0095,0.0655,0.0,0.0207,0.0617,0.0975,0.0,0.0001,0.0248,0.0
2008.8333,0.2405,0.0001,0.5471,0.3064,0.0125,0.0,0.0283,0.0615,0.0227,0.0779,0.0,0.0145,0.0348,0.0781,0.0,0.0001,0.059,0.0001
2008.9167,0.1405,0.0,0.422,0.2813,0.0209,0.0,0.0388,0.0847,0.0421,0.0877,0.0,0.0159,0.0291,0.0951,0.0,0.0001,0.1151,0.0002
2009.0,0.1005,0.0,0.2634,0.1628,0.0287,0.0,0.0594,0.0939,0.0765,0.1229,0.0,0.0207,0.0271,0.1362,0.0,0.0,0.1283,0.0002
2009.0833,0.0478,0.0,0.2808,0.2329,0.0903,0.0,0.0394,0.0841,0.0329,0.0389,0.0,0.0075,0.0103,0.0858,0.0,0.0,0.2684,0.0004
2009.1667,0.0264,0.0,0.2122,0.1858,0.1671,0.0,0.021,0.0689,0.0135,0.0149,0.0,0.0008,0.0011,0.0123,0.0,0.0,0.4022,0.0006
2009.25,0.0233,0.0,0.1903,0.167,0.197,0.0,0.0055,0.0296,0.0039,0.005,0.0,0.0008,0.0011,0.0183,0.0,0.0001,0.426,0.0006
2009.3333,0.0285,0.0,0.1921,0.1635,0.1861,0.0,0.0057,0.053,0.0044,0.0075,0.0,0.001,0.0014,0.0384,0.0,0.0001,0.387,0.0006
2009.4167,0.0439,0.0,0.2166,0.1727,0.0884,0.0,0.0046,0.0616,0.0039,0.009,0.0,0.001,0.0014,0.0815,0.0,0.0003,0.4131,0.0006
2009.5,0.0644,0.0,0.2015,0.137,0.0401,0.0,0.0056,0.0967,0.0051,0.0163,0.0,0.0003,0.0,0.1495,0.0,0.0008,0.4279,0.0006
2009.5833,0.0545,0.0,0.1544,0.0999,0.026,0.0,0.0082,0.1465,0.0078,0.0334,0.0,0.0001,0.0,0.2077,0.0,0.0016,0.3799,0.0005
2009.6667,0.0374,0.0,0.0959,0.0584,0.0216,0.0,0.0127,0.1691,0.0122,0.0689,0.0,0.0001,0.0,0.2367,0.0,0.0033,0.3535,0.0005
2009.75,0.0291,0.0,0.0644,0.0352,0.0201,0.0,0.0232,0.2058,0.0219,0.1731,0.0,0.0001,0.0,0.1596,0.0,0.0059,0.3035,0.0004
2009.8333,0.0457,0.0,0.0887,0.0429,0.0381,0.0,0.0264,0.1314,0.0238,0.1279,0.0,0.0002,0.0,0.2031,0.0,0.012,0.313,0.0005
2009.9167,0.066,0.0,0.1138,0.0478,0.0657,0.0,0.0225,0.0568,0.0183,0.0999,0.0,0.0004,0.0001,0.2651,0.0,0.0218,0.3073,0.0005
2010.0,0.1034,0.0,0.1612,0.0578,0.1277,0.0,0.0302,0.0384,0.0209,0.1357,0.0,0.0006,0.0002,0.2582,0.0,0.0236,0.1805,0.0003
2010.0833,0.0945,0.0,0.1785,0.0839,0.1029,0.0,0.0447,0.0271,0.0168,0.0998,0.0,0.0007,0.0003,0.1615,0.0,0.023,0.3108,0.0005
2010.1667,0.0956,0.0,0.2157,0.12,0.0805,0.0,0.1102,0.0307,0.0216,0.1458,0.0,0.0007,0.0004,0.0856,0.0,0.023,0.2516,0.0004
2010.25,0.0742,0.0,0.219,0.1448,0.0651,0.0,0.1399,0.0296,0.0237,0.1769,0.0,0.0011,0.0006,0.0763,0.0,0.0282,0.2112,0.0003
2010.3333,0.0799,0.0,0.2604,0.1804,0.1363,0.0,0.0568,0.0128,0.0083,0.1316,0.0,0.0019,0.001,0.0786,0.0,0.0113,0.2631,0.0004
2010.4167,0.0601,0.0,0.2022,0.1421,0.164,0.0,0.0404,0.0107,0.0053,0.1682,0.0,0.0031,0.0017,0.0811,0.0,0.0113,0.2927,0.0004
2010.5,0.0789,0.0,0.244,0.165,0.2183,0.0,0.0177,0.0055,0.002,0.0712,0.0,0.0051,0.0028,0.0802,0.0,0.017,0.318,0.0005
2010.5833,0.0799,0.0,0.2284,0.1484,0.2315,0.0,0.0204,0.0073,0.002,0.0696,0.0,0.0082,0.0044,0.0795,0.0,0.0283,0.2989,0.0005
2010.6667,0.0777,0.0,0.1794,0.1017,0.265,0.0,0.0447,0.0158,0.0032,0.1408,0.0,0.0079,0.0041,0.0439,0.0,0.0183,0.2494,0.0004
2010.75,0.0831,0.0,0.1903,0.1072,0.2936,0.0,0.0775,0.0147,0.0027,0.1562,0.0,0.0114,0.0071,0.0493,0.0,0.0071,0.1395,0.0002
2010.8333,0.0766,0.0,0.1812,0.1046,0.2675,0.0,0.1328,0.0137,0.0022,0.1734,0.0,0.0065,0.0108,0.0509,0.0,0.0046,0.1,0.0001
2010.9167,0.0995,0.0,0.1987,0.0991,0.1752,0.0,0.1418,0.0153,0.0022,0.1456,0.0,0.005,0.0121,0.078,0.0,0.0078,0.1649,0.0002
2011.0,0.1263,0.0,0.1921,0.0658,0.1438,0.0,0.1771,0.0237,0.0029,0.1837,0.0,0.0026,0.0048,0.0677,0.0,0.0079,0.1232,0.0002
2011.0833,0.0917,0.0,0.1343,0.0426,0.0856,0.0,0.3298,0.0,0.0,0.2071,0.0001,0.0011,0.0016,0.0277,0.0,0.0141,0.1379,0.0002
2011.1667,0.0981,0.0,0.1392,0.0411,0.0768,0.0,0.3205,0.0,0.0,0.262,0.0001,0.0006,0.0006,0.0139,0.0,0.0172,0.0943,0.0002
2011.25,0.0863,0.0,0.1306,0.0442,0.1033,0.0,0.3102,0.0001,0.0,0.2833,0.0001,0.0005,0.0005,0.013,0.0,0.0202,0.0607,0.0001
2011.3333,0.0714,0.0,0.1031,0.0317,0.1804,0.0,0.2667,0.0001,0.0,0.2564,0.0001,0.0007,0.0005,0.0183,0.0,0.0342,0.0581,0.0001
2011.4167,0.0676,0.0,0.0935,0.0259,0.2548,0.0,0.1482,0.0001,0.0,0.2338,0.0,0.0013,0.0006,0.033,0.0,0.0808,0.0785,0.0002
2011.5,0.0854,0.0,0.1134,0.028,0.2486,0.0,0.0797,0.0001,0.0,0.2199,0.0,0.0027,0.0009,0.0654,0.0,0.1061,0.1001,0.0003
2011.5833,0.1126,0.0,0.144,0.0314,0.2439,0.0,0.0449,0.0,0.0,0.2628,0.0,0.0049,0.001,0.1217,0.0,0.0517,0.0716,0.0002
2011.6667,0.1133,0.0,0.1438,0.0304,0.2013,0.0,0.0177,0.0,0.0,0.3539,0.0,0.0064,0.0009,0.1345,0.0,0.0325,0.0684,0.0001
2011.75,0.1766,0.0,0.2272,0.0505,0.243,0.0,0.013,0.0,0.0,0.307,0.0,0.0059,0.0007,0.0899,0.0,0.0167,0.0439,0.0001
2011.8333,0.2169,0.0,0.3022,0.0852,0.1812,0.0,0.0145,0.0,0.0,0.2975,0.0,0.0061,0.0006,0.0666,0.0,0.0132,0.0413,0.0001
2011.9167,0.2319,0.0,0.3454,0.1135,0.1157,0.0,0.0168,0.0,0.0,0.2769,0.0,0.0079,0.0007,0.064,0.0,0.0133,0.0498,0.0001
2012.0,0.305,0.0,0.4388,0.1337,0.1124,0.0,0.012,0.0,0.0,0.1364,0.0,0.0144,0.0011,0.0893,0.0,0.0185,0.0845,0.0001
2012.0833,0.2835,0.0,0.401,0.1173,0.0337,0.0,0.0199,0.0,0.0,0.1431,0.0,0.0289,0.002,0.1226,0.0,0.0314,0.1409,0.0002
2012.1667,0.255,0.0,0.3717,0.1165,0.023,0.0,0.0224,0.0,0.0,0.091,0.0,0.055,0.0036,0.1548,0.0,0.046,0.1462,0.0003
2012.25,0.2506,0.0,0.4012,0.1505,0.0423,0.0,0.0116,0.0,0.0,0.0243,0.0,0.0218,0.0019,0.0471,0.0,0.1208,0.2155,0.0005
2012.3333,0.2455,0.0,0.4513,0.2057,0.0187,0.0,0.0356,0.0001,0.0,0.0394,0.0,0.0001,0.0,0.0002,0.0,0.2127,0.1567,0.0005
2012.4167,0.2498,0.0,0.399,0.1491,0.0098,0.0,0.0706,0.0002,0.0001,0.0518,0.0,0.0002,0.0,0.0004,0.0,0.2622,0.1217,0.0005
2012.5,0.2417,0.0,0.3868,0.1449,0.0085,0.0,0.0359,0.0001,0.0,0.0248,0.0,0.0004,0.0001,0.001,0.0,0.331,0.1245,0.0006
2012.5833,0.2582,0.0,0.3788,0.1205,0.009,0.0,0.0405,0.0002,0.0001,0.0264,0.0,0.0008,0.0003,0.0018,0.0,0.4167,0.0938,0.0007
2012.6667,0.2347,0.0,0.2929,0.0581,0.0107,0.0,0.0747,0.0005,0.0002,0.0458,0.0,0.0012,0.0007,0.0029,0.0,0.4543,0.0913,0.0008
2012.75,0.1839,0.0,0.213,0.029,0.0122,0.0,0.1454,0.0013,0.0005,0.0828,0.0,0.0016,0.0012,0.0038,0.0,0.4106,0.1058,0.0007
2012.8333,0.1566,0.0,0.1762,0.0195,0.0163,0.0,0.2717,0.0033,0.0014,0.0959,0.0,0.0024,0.0022,0.0057,0.0,0.2872,0.1135,0.0006
2012.9167,0.206,0.0,0.227,0.0209,0.0334,0.0,0.3079,0.0063,0.0027,0.0999,0.0,0.0052,0.0061,0.0123,0.0,0.1474,0.1105,0.0004
2013.0,0.305,0.0,0.3426,0.0375,0.1008,0.0,0.0722,0.0029,0.0013,0.0354,0.0,0.0168,0.0244,0.039,0.0,0.1204,0.1413,0.0004
2013.0833,0.1874,0.0,0.2202,0.0328,0.0366,0.0,0.0547,0.0041,0.0019,0.0356,0.0,0.0436,0.0452,0.0944,0.0,0.1441,0.1523,0.0004
2013.1667,0.1017,0.0,0.1262,0.0245,0.0226,0.0,0.033,0.0045,0.0022,0.0353,0.0,0.0844,0.0388,0.1703,0.0,0.1209,0.2243,0.0005
2013.25,0.0848,0.0,0.1124,0.0275,0.0229,0.0,0.0366,0.0085,0.0043,0.0721,0.0,0.062,0.0305,0.1456,0.0,0.0811,0.3015,0.0005
2013.3333,0.0739,0.0,0.0984,0.0244,0.0275,0.0,0.0333,0.0129,0.0069,0.0991,0.0,0.0338,0.0248,0.1032,0.0,0.0717,0.3759,0.0006
2013.4167,0.1148,0.0,0.1393,0.0244,0.0621,0.0,0.014,0.0089,0.005,0.0396,0.0,0.0218,0.0379,0.1242,0.0,0.0467,0.3371,0.0005
2013.5,0.1656,0.0,0.1857,0.0201,0.0911,0.0,0.0177,0.0194,0.0113,0.0524,0.0,0.0124,0.0871,0.223,0.0,0.0265,0.1474,0.0002
2013.5833,0.1938,0.0,0.2078,0.0139,0.1132,0.0,0.0233,0.0491,0.0297,0.0839,0.0,0.0042,0.0917,0.2731,0.0,0.008,0.0325,0.0001
2013.6667,0.2012,0.0,0.2131,0.0118,0.1668,0.0,0.0253,0.1427,0.09,0.1166,0.0,0.0016,0.03,0.0919,0.0,0.0102,0.031,0.0001
2013.75,0.2036,0.0,0.2174,0.0137,0.0955,0.0,0.0353,0.2124,0.0663,0.1264,0.0,0.0016,0.0275,0.0765,0.0,0.0219,0.0502,0.0001
2013.8333,0.2567,0.0,0.2783,0.0215,0.064,0.0,0.0427,0.1977,0.0311,0.085,0.0,0.0027,0.0408,0.1039,0.0,0.0298,0.0444,0.0001
2013.9167,0.2195,0.0,0.2525,0.0329,0.0902,0.0,0.073,0.1612,0.0296,0.1308,0.0,0.003,0.0268,0.0843,0.0,0.0238,0.0333,0.0001
2014.0,0.2157,0.0,0.2713,0.0555,0.1603,0.0,0.0786,0.0671,0.0179,0.1687,0.0,0.0015,0.009,0.0298,0.0,0.0275,0.0361,0.0001
2014.0833,0.2263,0.0,0.2475,0.0211,0.1409,0.0,0.0639,0.0363,0.0137,0.2291,0.0,0.0028,0.0115,0.0382,0.0,0.0221,0.0407,0.0001
2014.1667,0.3768,0.0,0.3873,0.0103,0.0001,0.0,0.0787,0.0287,0.0151,0.1995,0.0,0.0009,0.003,0.0084,0.0,0.0186,0.0417,0.0001
2014.25,0.3395,0.0,0.3441,0.0045,0.0001,0.0,0.1478,0.0328,0.0239,0.2643,0.0,0.001,0.0026,0.0063,0.0,0.0097,0.0236,0.0
2014.3333,0.3674,0.0,0.3699,0.0024,0.0003,0.0,0.118,0.0249,0.0251,0.2787,0.0,0.0016,0.0033,0.0068,0.0,0.0073,0.0194,0.0
2014.4167,0.4198,0.0,0.4212,0.0013,0.0007,0.0,0.0975,0.0191,0.0269,0.2434,0.0,0.0027,0.0047,0.0085,0.0,0.0058,0.0168,0.0
2014.5,0.4672,0.0,0.4685,0.0012,0.0012,0.0,0.0699,0.0144,0.0288,0.2021,0.0,0.0057,0.0083,0.0131,0.0,0.0069,0.0222,0.0
2014.5833,0.5474,0.0001,0.5491,0.0015,0.0024,0.0,0.0486,0.0105,0.0311,0.1724,0.0,0.012,0.0148,0.0202,0.0,0.0094,0.0331,0.0001
2014.6667,0.5873,0.0001,0.5902,0.0026,0.0052,0.0,0.0184,0.0035,0.0124,0.1004,0.0,0.0272,0.0272,0.034,0.0,0.0179,0.0697,0.0001
2014.75,0.5936,0.0001,0.5996,0.0058,0.0126,0.0,0.0203,0.0033,0.0138,0.1425,0.0,0.004,0.0037,0.0059,0.0,0.0213,0.0679,0.0001
2014.8333,0.4945,0.0001,0.5047,0.01,0.0242,0.0,0.0272,0.0037,0.0185,0.2363,0.0,0.0019,0.0016,0.0032,0.0,0.0191,0.0464,0.0001
2014.9167,0.5038,0.0001,0.5258,0.0218,0.0489,0.0,0.0224,0.0026,0.0153,0.127,0.0,0.0025,0.0019,0.005,0.0,0.0395,0.0739,0.0002
2015.0,0.3536,0.0,0.3873,0.0336,0.0003,0.0,0.0384,0.0036,0.0263,0.1458,0.0,0.0034,0.0021,0.0076,0.0,0.0783,0.115,0.0003
2015.0833,0.3412,0.0,0.3645,0.0232,0.0004,0.0,0.026,0.0022,0.0159,0.146,0.0,0.0078,0.0039,0.0195,0.0,0.0643,0.0941,0.0002
2015.1667,0.3442,0.0,0.3598,0.0154,0.0004,0.0,0.0198,0.0015,0.0108,0.1811,0.0,0.0141,0.0054,0.0397,0.0,0.0628,0.0917,0.0002
2015.25,0.3471,0.0,0.3562,0.009,0.0004,0.0,0.0128,0.0009,0.0062,0.2313,0.0,0.0215,0.0056,0.0667,0.0,0.0665,0.0971,0.0002
2015.3333,0.3799,0.0,0.3868,0.0068,0.0003,0.0,0.0082,0.0005,0.0035,0.2383,0.0,0.0238,0.0042,0.0651,0.0,0.0708,0.0822,0.0002
2015.4167,0.4517,0.0,0.4574,0.0056,0.0004,0.0,0.0041,0.0002,0.0016,0.1687,0.0,0.0311,0.0034,0.075,0.0,0.0759,0.0666,0.0002
2015.5,0.3977,0.0,0.4031,0.0053,0.0006,0.0,0.0029,0.0001,0.001,0.189,0.0,0.0426,0.0029,0.0946,0.0,0.0763,0.0553,0.0002
2015.5833,0.3027,0.0,0.3085,0.0057,0.0009,0.0,0.0024,0.0001,0.0007,0.35,0.0,0.0304,0.002,0.1118,0.0,0.055,0.0428,0.0001
2015.6667,0.2319,0.0,0.2385,0.0065,0.0012,0.0,0.0024,0.0001,0.0006,0.4951,0.0,0.0229,0.0013,0.1608,0.0,0.0137,0.0144,0.0
2015.75,0.2745,0.0,0.2864,0.0118,0.0026,0.0,0.0025,0.0001,0.0006,0.3191,0.0,0.0269,0.0003,0.2876,0.0,0.0091,0.0129,0.0
2015.8333,0.2993,0.0,0.3214,0.022,0.0058,0.0,0.005,0.0001,0.001,0.3941,0.0,0.0197,0.0002,0.1463,0.0,0.0104,0.0205,0.0
2015.9167,0.3451,0.0,0.3883,0.0431,0.0136,0.0,0.0062,0.0001,0.001,0.2692,0.0,0.019,0.0001,0.0992,0.0,0.016,0.0447,0.0001
2016.0,0.3487,0.0,0.4178,0.069,0.0268,0.0,0.0057,0.0001,0.0008,0.1512,0.0,0.0114,0.0001,0.0432,0.0,0.0203,0.0847,0.0001
2016.0833,0.3044,0.0,0.3484,0.0439,0.0485,0.0,0.0103,0.0002,0.0013,0.1789,0.0,0.0124,0.0001,0.0349,0.0,0.0148,0.0733,0.0001
2016.1667,0.2846,0.0,0.313,0.0283,0.0766,0.0,0.0191,0.0003,0.0019,0.2218,0.0,0.0162,0.0001,0.0343,0.0,0.0133,0.0793,0.0001
2016.25,0.2715,0.0,0.2916,0.02,0.0396,0.0,0.033,0.0004,0.0028,0.251,0.0,0.0246,0.0001,0.0396,0.0,0.0145,0.1037,0.0002
2016.3333,0.2035,0.0,0.2187,0.0152,0.0299,0.0,0.0711,0.0007,0.0048,0.3572,0.0,0.0373,0.0001,0.0457,0.0,0.01,0.0708,0.0001
2016.4167,0.1631,0.0,0.1755,0.0123,0.0241,0.0,0.102,0.0008,0.0059,0.395,0.0001,0.0564,0.0001,0.0526,0.0,0.0074,0.0524,0.0001
2016.5,0.1403,0.0,0.151,0.0107,0.0209,0.0,0.0831,0.0007,0.0047,0.4335,0.0001,0.0845,0.0001,0.0605,0.0,0.006,0.042,0.0001
2016.5833,0.1098,0.0,0.1183,0.0084,0.0164,0.0,0.0742,0.0006,0.0041,0.5445,0.0001,0.0664,0.0001,0.048,0.0,0.0047,0.0326,0.0001
2016.6667,0.0801,0.0,0.0863,0.0062,0.0119,0.0,0.0599,0.0005,0.0033,0.6605,0.0001,0.0484,0.0001,0.0353,0.0,0.0034,0.0235,0.0
2016.75,0.052,0.0,0.056,0.004,0.0078,0.0,0.0418,0.0003,0.0023,0.7758,0.0001,0.0314,0.0,0.0231,0.0,0.0022,0.0152,0.0
2016.8333,0.0266,0.0,0.0286,0.0021,0.004,0.0,0.0216,0.0002,0.0012,0.8849,0.0001,0.016,0.0,0.0118,0.0,0.0011,0.0077,0.0
2016.9167,0.0137,0.0,0.0147,0.0011,0.002,0.0,0.0108,0.0001,0.0006,0.9407,0.0001,0.0082,0.0,0.0061,0.0,0.0006,0.004,0.0
2017.0,0.0082,0.0,0.0088,0.0006,0.0012,0.0,0.0063,0.0,0.0003,0.9643,0.0001,0.0049,0.0,0.0036,0.0,0.0003,0.0024,0.0
2017.0833,0.0036,0.0,0.0038,0.0003,0.0005,0.0,0.0027,0.0,0.0001,0.984,0.0001,0.0021,0.0,0.0016,0.0,0.0002,0.001,0.0
2017.1667,0.002,0.0,0.0021,0.0002,0.0003,0.0,0.0015,0.0,0.0001,0.9907,0.0001,0.0012,0.0,0.0009,0.0,0.0001,0.0006,0.0
2017.25,0.0016,0.0,0.0017,0.0001,0.0002,0.0,0.0014,0.0,0.0001,0.992,0.0001,0.001,0.0,0.0007,0.0,0.0001,0.0005,0.0
2017.3333,0.0013,0.0,0.0014,0.0001,0.0002,0.0,0.0013,0.0,0.0001,0.9933,0.0001,0.0008,0.0,0.0006,0.0,0.0001,0.0004,0.0
2017.4167,0.001,0.0,0.0011,0.0001,0.0002,0.0,0.0011,0.0,0.0001,0.9944,0.0001,0.0006,0.0,0.0004,0.0,0.0,0.0003,0.0
2017.5,0.0008,0.0,0.0008,0.0001,0.0001,0.0,0.001,0.0,0.0001,0.9953,0.0001,0.0005,0.0,0.0004,0.0,0.0,0.0002,0.0
2017.5833,0.0008,0.0,0.0009,0.0001,0.0001,0.0,0.0012,0.0,0.0001,0.995,0.0001,0.0005,0.0,0.0004,0.0,0.0,0.0002,0.0
2017.6667,0.0008,0.0,0.0009,0.0001,0.0001,0.0,0.0012,0.0,0.0001,0.995,0.0001,0.0005,0.0,0.0004,0.0,0.0,0.0002,0.0
