"","biweek","date","den.cases.str1","den.cases.str2","den.cases.str3","den.cases.str4","births"
"499",5,1992-02-26,6,1,1,2,5487
"500",6,1992-03-11,4,1,1,2,5487
"501",7,1992-03-25,1,1,1,1,5487
"502",8,1992-04-08,1,1,0,1,5487
"503",9,1992-04-22,1,0,0,0,5487
"504",10,1992-05-06,1,0,0,1,5487
"505",11,1992-05-20,0,0,0,1,5487
"506",12,1992-06-03,0,0,0,2,5487
"507",13,1992-06-17,1,0,0,3,5487
"508",14,1992-07-01,2,1,0,3,5487
"509",15,1992-07-15,3,1,1,2,5487
"510",16,1992-07-29,3,1,1,2,5487
"511",17,1992-08-12,4,1,2,3,5879
"512",18,1992-08-27,4,2,1,4,5487
"513",19,1992-09-10,4,2,0,4,5487
"514",20,1992-09-24,4,2,0,4,5487
"515",21,1992-10-08,4,2,1,4,5487
"516",22,1992-10-22,4,1,2,4,5879
"517",23,1992-11-06,3,1,1,4,5487
"518",24,1992-11-20,1,0,0,4,5487
"519",25,1992-12-04,2,0,0,4,5487
"520",26,1992-12-18,3,0,2,5,5481
"521",1,1993-01-01,3,1,3,4,5480
"522",2,1993-01-15,2,1,3,4,5480
"523",3,1993-01-29,2,1,2,3,5480
"524",4,1993-02-12,1,1,1,3,5480
"525",5,1993-02-26,2,0,1,3,5871
"526",6,1993-03-13,4,1,0,4,5480
"527",7,1993-03-27,4,0,0,4,5480
"528",8,1993-04-10,2,0,1,3,5480
"529",9,1993-04-24,1,0,1,3,5480
"530",10,1993-05-08,1,0,2,3,5480
"531",11,1993-05-22,2,0,2,3,5480
"532",12,1993-06-05,3,0,2,5,5480
"533",13,1993-06-19,2,1,1,7,5480
"534",14,1993-07-03,2,1,0,8,5480
"535",15,1993-07-17,2,0,0,8,5480
"536",16,1993-07-31,2,0,1,8,5480
"537",17,1993-08-14,2,0,3,8,5480
"538",18,1993-08-28,1,1,4,8,5480
"539",19,1993-09-11,1,2,3,7,5480
"540",20,1993-09-25,2,3,2,7,5480
"541",21,1993-10-09,5,2,3,7,5480
"542",22,1993-10-23,5,1,3,7,5480
"543",23,1993-11-06,3,1,2,6,5480
"544",24,1993-11-20,0,1,1,5,5480
"545",25,1993-12-04,0,2,1,5,5480
"546",26,1993-12-18,1,2,3,5,5469
"547",1,1994-01-01,1,1,3,4,5632
"548",2,1994-01-15,2,1,1,3,5632
"549",3,1994-01-29,2,0,0,2,5632
"550",4,1994-02-12,2,1,0,1,5632
"551",5,1994-02-26,1,0,1,1,5632
"552",6,1994-03-12,1,0,0,1,5632
"553",7,1994-03-26,0,0,0,1,5632
"554",8,1994-04-09,1,1,1,2,5632
"555",9,1994-04-23,1,2,1,2,5632
"556",10,1994-05-07,1,2,0,2,5632
"557",11,1994-05-21,0,2,0,2,5632
"558",12,1994-06-04,1,1,0,3,5632
"559",13,1994-06-18,1,0,1,4,5632
"560",14,1994-07-02,2,1,2,4,5632
"561",15,1994-07-16,1,1,1,3,5632
"562",16,1994-07-30,1,1,1,3,5632
"563",17,1994-08-13,1,1,2,3,5632
"564",18,1994-08-27,1,1,2,3,6035
"565",19,1994-09-11,2,3,2,3,5632
"566",20,1994-09-25,1,4,2,2,5632
"567",21,1994-10-09,1,3,1,2,5632
"568",22,1994-10-23,1,3,0,2,5632
"569",23,1994-11-06,2,2,0,1,5632
"570",24,1994-11-20,3,2,1,1,5632
"571",25,1994-12-04,3,2,2,1,5632
"572",26,1994-12-18,2,1,3,1,5639
"573",1,1995-01-01,1,1,3,1,5865
"574",2,1995-01-15,1,1,2,1,5865
"575",3,1995-01-29,1,0,2,1,5865
"576",4,1995-02-12,1,0,1,2,5865
"577",5,1995-02-26,1,0,1,2,6284
"578",6,1995-03-13,0,0,2,1,5865
"579",7,1995-03-27,0,0,2,1,5865
"580",8,1995-04-10,0,0,1,0,5865
"581",9,1995-04-24,1,1,1,0,5865
"582",10,1995-05-08,2,3,1,0,5865
"583",11,1995-05-22,2,4,2,0,5865
"584",12,1995-06-05,1,2,4,0,5865
"585",13,1995-06-19,0,1,6,0,5865
"586",14,1995-07-03,2,2,6,0,5865
"587",15,1995-07-17,5,6,6,0,5865
"588",16,1995-07-31,5,7,8,0,5865
"589",17,1995-08-14,3,5,12,0,5865
"590",18,1995-08-28,1,4,13,0,5865
"591",19,1995-09-11,1,3,9,1,5865
"592",20,1995-09-25,1,4,6,1,5865
"593",21,1995-10-09,2,6,6,1,5865
"594",22,1995-10-23,1,6,6,1,5865
"595",23,1995-11-06,1,5,3,1,5865
"596",24,1995-11-20,0,2,0,0,5865
"597",25,1995-12-04,0,1,0,0,5865
"598",26,1995-12-18,0,1,2,0,5874
"599",1,1996-01-01,0,1,2,0,5660
"600",2,1996-01-15,0,1,1,0,5660
"601",3,1996-01-29,0,0,0,0,5660
"602",4,1996-02-12,0,0,0,0,5660
"603",5,1996-02-26,1,1,0,0,5660
"604",6,1996-03-11,0,1,0,0,5660
"605",7,1996-03-25,0,1,0,0,5660
"606",8,1996-04-08,0,1,0,0,5660
"607",9,1996-04-22,0,2,0,1,5660
"608",10,1996-05-06,0,2,1,1,6064
"609",11,1996-05-21,0,2,2,0,5660
"610",12,1996-06-04,2,2,2,0,5660
"611",13,1996-06-18,5,3,1,0,5660
"612",14,1996-07-02,5,3,2,0,5660
"613",15,1996-07-16,2,4,4,0,5660
"614",16,1996-07-30,1,4,5,0,6064
"615",17,1996-08-14,1,3,4,0,5660
"616",18,1996-08-28,3,3,5,0,5660
"617",19,1996-09-11,4,2,7,0,5660
"618",20,1996-09-25,5,3,8,0,5660
"619",21,1996-10-09,3,4,7,0,5660
"620",22,1996-10-23,2,4,5,0,5660
"621",23,1996-11-06,2,3,5,0,5660
"622",24,1996-11-20,3,1,5,0,5660
"623",25,1996-12-04,3,1,5,0,5660
"624",26,1996-12-18,3,1,5,0,5651
"625",1,1997-01-01,3,2,4,0,5589
"626",2,1997-01-15,5,1,5,0,5589
"627",3,1997-01-29,5,1,5,0,5589
"628",4,1997-02-12,4,2,5,0,5589
"629",5,1997-02-26,4,2,5,0,5589
"630",6,1997-03-12,4,3,3,0,5589
"631",7,1997-03-26,5,3,2,0,5589
"632",8,1997-04-09,6,3,3,0,5589
"633",9,1997-04-23,7,2,3,0,5589
"634",10,1997-05-07,6,2,4,0,5589
"635",11,1997-05-21,4,2,5,0,5589
"636",12,1997-06-04,5,3,10,0,5589
"637",13,1997-06-18,7,4,17,1,5589
"638",14,1997-07-02,7,4,24,1,5589
"639",15,1997-07-16,7,5,30,0,5589
"640",16,1997-07-30,7,7,34,0,5589
"641",17,1997-08-13,9,11,33,0,5988
"642",18,1997-08-28,13,14,33,0,5589
"643",19,1997-09-11,17,12,27,0,5589
"644",20,1997-09-25,17,9,26,0,5589
"645",21,1997-10-09,11,7,29,0,5589
"646",22,1997-10-23,6,7,34,0,5589
"647",23,1997-11-06,9,11,36,0,5589
"648",24,1997-11-20,15,15,37,0,5589
"649",25,1997-12-04,16,13,34,0,5589
"650",26,1997-12-18,13,8,29,0,5587
"651",1,1998-01-01,11,6,26,0,4714
"652",2,1998-01-15,11,8,26,0,4714
"653",3,1998-01-29,13,9,27,0,4714
"654",4,1998-02-12,18,10,28,0,5051
"655",5,1998-02-27,19,9,28,0,4714
"656",6,1998-03-13,10,4,18,0,4714
"657",7,1998-03-27,4,3,13,0,4714
"658",8,1998-04-10,3,5,14,0,4714
"659",9,1998-04-24,4,6,15,0,4714
"660",10,1998-05-08,6,4,14,0,4714
"661",11,1998-05-22,7,1,12,0,4714
"662",12,1998-06-05,7,2,11,0,4714
"663",13,1998-06-19,6,5,13,0,4714
"664",14,1998-07-03,7,6,14,0,4714
"665",15,1998-07-17,9,6,16,1,4714
"666",16,1998-07-31,9,6,15,1,4714
"667",17,1998-08-14,6,7,14,1,4714
"668",18,1998-08-28,5,8,14,1,4714
"669",19,1998-09-11,5,8,17,1,4714
"670",20,1998-09-25,5,8,19,1,4714
"671",21,1998-10-09,6,8,17,1,4714
"672",22,1998-10-23,7,7,15,1,4714
"673",23,1998-11-06,8,6,14,1,4714
"674",24,1998-11-20,7,5,14,1,4714
"675",25,1998-12-04,6,4,13,2,4714
"676",26,1998-12-18,4,4,10,2,4715
"677",1,1999-01-01,3,3,7,2,4459
"678",2,1999-01-15,3,1,4,2,4459
"679",3,1999-01-29,3,0,3,2,4459
"680",4,1999-02-12,2,1,4,1,4459
"681",5,1999-02-26,1,1,5,1,4459
"682",6,1999-03-12,2,1,5,1,4459
"683",7,1999-03-26,2,0,4,1,4459
"684",8,1999-04-09,2,1,3,1,4459
"685",9,1999-04-23,3,2,3,1,4459
"686",10,1999-05-07,7,3,5,2,4459
"687",11,1999-05-21,10,4,8,2,4459
"688",12,1999-06-04,10,6,11,1,4778
"689",13,1999-06-19,8,9,14,1,4459
"690",14,1999-07-03,6,8,11,1,4459
"691",15,1999-07-17,7,6,6,2,4459
"692",16,1999-07-31,7,5,3,2,4459
"693",17,1999-08-14,6,4,2,1,4459
"694",18,1999-08-28,5,3,3,1,4459
"695",19,1999-09-11,4,2,5,1,4459
"696",20,1999-09-25,4,2,6,1,4459
"697",21,1999-10-09,4,2,5,1,4459
"698",22,1999-10-23,5,3,3,1,4459
"699",23,1999-11-06,4,4,3,1,4459
"700",24,1999-11-20,4,5,3,0,4459
"701",25,1999-12-04,2,3,2,0,4459
"702",26,1999-12-18,1,1,1,0,4469
"703",1,2000-01-01,1,0,0,0,4582
"704",2,2000-01-15,2,1,0,0,4582
"705",3,2000-01-29,3,2,0,0,4582
"706",4,2000-02-12,3,2,2,1,4582
"707",5,2000-02-26,3,2,3,1,4910
"708",6,2000-03-12,4,2,2,1,4910
"709",7,2000-03-27,4,3,1,2,4582
"710",8,2000-04-10,6,4,1,1,4582
"711",9,2000-04-24,7,5,2,2,4582
"712",10,2000-05-08,5,4,4,2,4582
"713",11,2000-05-22,3,3,5,2,4582
"714",12,2000-06-05,5,4,5,2,4582
"715",13,2000-06-19,9,7,4,1,4582
"716",14,2000-07-03,10,8,4,1,4582
"717",15,2000-07-17,9,8,4,1,4582
"718",16,2000-07-31,9,7,3,1,4582
"719",17,2000-08-14,12,4,3,1,4582
"720",18,2000-08-28,13,5,3,2,4582
"721",19,2000-09-11,12,10,4,3,4582
"722",20,2000-09-25,12,13,5,4,4582
"723",21,2000-10-09,13,10,6,4,4582
"724",22,2000-10-23,16,8,6,3,4582
"725",23,2000-11-06,21,13,8,3,4582
"726",24,2000-11-20,25,19,9,3,4582
"727",25,2000-12-04,21,17,9,2,4582
"728",26,2000-12-18,14,11,7,2,4588
"729",1,2001-01-01,10,9,7,2,4058
"730",2,2001-01-15,10,12,7,2,4058
"731",3,2001-01-29,13,16,9,2,4058
"732",4,2001-02-12,18,19,12,2,4058
"733",5,2001-02-26,22,21,13,2,4058
"734",6,2001-03-12,24,20,12,2,4058
"735",7,2001-03-26,23,17,10,2,4348
"736",8,2001-04-10,20,15,10,2,4058
"737",9,2001-04-24,17,12,8,1,4058
"738",10,2001-05-08,19,13,6,1,4058
"739",11,2001-05-22,23,17,5,2,4058
"740",12,2001-06-05,27,24,10,2,4058
"741",13,2001-06-19,28,30,16,3,4058
"742",14,2001-07-03,26,28,17,3,4058
"743",15,2001-07-17,22,20,14,3,4058
"744",16,2001-07-31,19,16,12,3,4058
"745",17,2001-08-14,18,16,9,3,4058
"746",18,2001-08-28,17,15,7,3,4058
"747",19,2001-09-11,17,12,6,2,4058
"748",20,2001-09-25,18,11,6,1,4058
"749",21,2001-10-09,18,14,7,1,4058
"750",22,2001-10-23,19,17,8,1,4058
"751",23,2001-11-06,18,15,9,1,4058
"752",24,2001-11-20,17,11,9,2,4058
"753",25,2001-12-04,13,8,7,2,4058
"754",26,2001-12-18,10,6,5,1,4064
"755",1,2002-01-01,9,5,3,0,4194
"756",2,2002-01-15,11,6,2,0,4194
"757",3,2002-01-29,14,9,3,0,4194
"758",4,2002-02-12,17,15,5,0,4194
"759",5,2002-02-26,16,15,5,0,4194
"760",6,2002-03-12,11,9,4,1,4194
"761",7,2002-03-26,7,4,3,1,4194
"762",8,2002-04-09,8,4,2,1,4194
"763",9,2002-04-23,11,6,2,1,4194
"764",10,2002-05-07,11,6,3,1,4194
"765",11,2002-05-21,10,5,3,1,4194
"766",12,2002-06-04,10,5,3,1,4194
"767",13,2002-06-18,10,5,1,1,4194
"768",14,2002-07-02,8,5,1,1,4194
"769",15,2002-07-16,6,5,2,1,4494
"770",16,2002-07-31,6,6,2,1,4194
"771",17,2002-08-14,7,5,1,2,4194
"772",18,2002-08-28,7,5,1,2,4194
"773",19,2002-09-11,6,6,2,2,4194
"774",20,2002-09-25,9,7,3,2,4194
"775",21,2002-10-09,19,8,3,2,4194
"776",22,2002-10-23,27,9,3,2,4194
"777",23,2002-11-06,23,9,3,3,4194
"778",24,2002-11-20,16,9,2,3,4194
"779",25,2002-12-04,15,8,2,3,4194
"780",26,2002-12-18,17,7,2,3,4199
"781",1,2003-01-01,16,6,1,3,4224
"782",2,2003-01-15,13,6,0,2,4224
"783",3,2003-01-29,11,8,1,2,4525
"784",4,2003-02-13,13,12,4,3,4224
"785",5,2003-02-27,13,12,4,3,4224
"786",6,2003-03-13,14,9,2,4,4224
"787",7,2003-03-27,13,6,1,4,4224
"788",8,2003-04-10,9,6,1,4,4224
"789",9,2003-04-24,6,6,1,3,4224
"790",10,2003-05-08,5,4,2,3,4224
"791",11,2003-05-22,5,2,2,2,4224
"792",12,2003-06-05,6,3,1,2,4224
"793",13,2003-06-19,8,5,1,2,4224
"794",14,2003-07-03,11,6,1,3,4224
"795",15,2003-07-17,14,6,2,3,4224
"796",16,2003-07-31,13,5,2,4,4224
"797",17,2003-08-14,8,4,1,3,4224
"798",18,2003-08-28,7,3,1,3,4224
"799",19,2003-09-11,12,4,2,3,4224
"800",20,2003-09-25,16,6,4,3,4224
"801",21,2003-10-09,15,7,4,4,4224
"802",22,2003-10-23,13,7,3,4,4224
"803",23,2003-11-06,10,7,2,4,4224
"804",24,2003-11-20,9,6,0,4,4224
"805",25,2003-12-04,9,5,0,4,4224
"806",26,2003-12-18,9,4,1,4,4218
"807",1,2004-01-01,7,2,1,4,4471
"808",2,2004-01-15,3,1,1,3,4471
"809",3,2004-01-29,1,1,0,2,4471
"810",4,2004-02-12,3,2,0,2,4471
"811",5,2004-02-26,4,3,0,2,4471
"812",6,2004-03-11,3,3,0,2,4471
"813",7,2004-03-25,4,3,1,2,4471
"814",8,2004-04-08,7,2,0,2,4471
"815",9,2004-04-22,9,0,0,2,4471
"816",10,2004-05-06,8,0,0,3,4471
"817",11,2004-05-20,5,0,0,4,4471
"818",12,2004-06-03,6,3,1,5,4471
"819",13,2004-06-17,9,6,1,5,4471
"820",14,2004-07-01,10,7,1,5,4471
"821",15,2004-07-15,8,5,0,5,4471
"822",16,2004-07-29,7,3,0,5,4471
"823",17,2004-08-12,9,2,1,6,4471
"824",18,2004-08-26,10,3,1,6,4471
"825",19,2004-09-09,11,5,1,8,4471
"826",20,2004-09-23,12,6,1,9,4471
"827",21,2004-10-07,13,6,1,9,4791
"828",22,2004-10-22,15,5,2,10,4471
"829",23,2004-11-05,12,3,1,8,4471
"830",24,2004-11-19,10,1,0,6,4471
"831",25,2004-12-03,8,0,0,5,4791
"832",26,2004-12-18,7,0,1,3,4481
"833",1,2005-01-01,6,0,1,3,4291
"834",2,2005-01-15,6,0,1,3,4291
"835",3,2005-01-29,6,1,1,4,4291
"836",4,2005-02-12,6,1,1,5,4291
"837",5,2005-02-26,5,0,0,5,4291
"838",6,2005-03-12,3,0,0,4,4291
"839",7,2005-03-26,3,0,0,4,4291
"840",8,2005-04-09,6,0,0,4,4291
"841",9,2005-04-23,9,0,1,6,4291
"842",10,2005-05-07,6,1,1,6,4291
"843",11,2005-05-21,3,1,0,7,4291
"844",12,2005-06-04,4,0,1,7,4291
"845",13,2005-06-18,6,0,1,7,4291
"846",14,2005-07-02,6,0,2,6,4291
"847",15,2005-07-16,4,0,4,5,4291
"848",16,2005-07-30,5,1,4,5,4291
"849",17,2005-08-13,9,3,3,5,4291
"850",18,2005-08-27,10,4,3,6,4291
"851",19,2005-09-10,6,2,4,6,4597
"852",20,2005-09-25,5,1,5,7,4291
"853",21,2005-10-09,8,1,3,7,4291
"854",22,2005-10-23,12,2,2,6,4291
"855",23,2005-11-06,13,3,4,6,4291
"856",24,2005-11-20,12,3,7,6,4291
"857",25,2005-12-04,11,3,7,4,4291
"858",26,2005-12-18,10,3,4,3,4287
"859",1,2006-01-01,9,2,2,3,4216
"860",2,2006-01-15,9,1,1,4,4216
"861",3,2006-01-29,9,0,2,5,4216
"862",4,2006-02-12,11,1,4,5,4216
"863",5,2006-02-26,11,2,5,6,4216
"864",6,2006-03-12,10,2,2,6,4216
"865",7,2006-03-26,9,3,1,6,4216
"866",8,2006-04-09,8,3,5,6,4216
"867",9,2006-04-23,8,3,8,6,4216
"868",10,2006-05-07,10,2,7,6,4216
"869",11,2006-05-21,12,1,6,7,4216
"870",12,2006-06-04,18,1,10,8,4216
"871",13,2006-06-18,23,2,15,9,4216
"872",14,2006-07-02,24,3,14,9,4216
"873",15,2006-07-16,22,4,9,8,4216
"874",16,2006-07-30,17,4,5,7,4216
"875",17,2006-08-13,10,3,3,6,4216
"876",18,2006-08-27,8,2,5,6,4216
"877",19,2006-09-10,11,2,8,6,4216
"878",20,2006-09-24,15,2,11,7,4216
"879",21,2006-10-08,19,3,10,7,4216
"880",22,2006-10-22,21,4,9,7,4216
"881",23,2006-11-05,20,3,10,7,4216
"882",24,2006-11-19,18,1,10,6,4517
"883",25,2006-12-04,17,1,9,5,4216
"884",26,2006-12-18,13,2,5,2,4223
"885",1,2007-01-01,10,2,3,1,4240
"886",2,2007-01-15,8,1,2,1,4240
"887",3,2007-01-29,7,0,2,1,4240
"888",4,2007-02-12,8,1,3,2,4240
"889",5,2007-02-26,8,1,2,2,4240
"890",6,2007-03-12,7,1,2,2,4240
"891",7,2007-03-26,6,1,1,2,4240
"892",8,2007-04-09,6,2,1,2,4240
"893",9,2007-04-23,11,3,2,1,4240
"894",10,2007-05-07,19,2,3,1,4542
"895",11,2007-05-22,28,1,5,1,4240
"896",12,2007-06-05,25,1,7,1,4240
"897",13,2007-06-19,20,2,9,2,4240
"898",14,2007-07-03,20,3,8,2,4240
"899",15,2007-07-17,25,2,7,3,4240
"900",16,2007-07-31,26,1,6,3,4240
"901",17,2007-08-14,25,1,6,3,4240
"902",18,2007-08-28,23,2,6,3,4240
"903",19,2007-09-11,22,4,7,3,4240
"904",20,2007-09-25,22,5,8,3,4240
"905",21,2007-10-09,22,5,8,2,4240
"906",22,2007-10-23,22,4,7,2,4240
"907",23,2007-11-06,18,2,6,1,4240
"908",24,2007-11-20,15,1,4,1,4240
"909",25,2007-12-04,15,1,3,1,4240
"910",26,2007-12-18,17,2,4,1,4232
"911",1,2008-01-01,16,2,3,1,4084
"912",2,2008-01-15,12,2,2,1,4084
"913",3,2008-01-29,10,2,3,1,4084
"914",4,2008-02-12,12,3,7,1,4084
"915",5,2008-02-26,13,3,9,1,4084
"916",6,2008-03-11,12,2,7,1,4376
"917",7,2008-03-26,14,3,5,1,4084
"918",8,2008-04-09,16,4,6,1,4376
"919",9,2008-04-24,21,6,8,1,4084
"920",10,2008-05-08,22,6,7,1,4084
"921",11,2008-05-22,22,6,7,1,4084
"922",12,2008-06-05,22,7,10,2,4084
"923",13,2008-06-19,22,8,13,2,4084
"924",14,2008-07-03,25,7,13,3,4084
"925",15,2008-07-17,29,5,12,3,4084
"926",16,2008-07-31,30,4,12,3,4084
"927",17,2008-08-14,27,2,13,2,4084
"928",18,2008-08-28,25,3,13,1,4084
"929",19,2008-09-11,26,6,14,0,4084
"930",20,2008-09-25,24,8,12,0,4084
"931",21,2008-10-09,19,8,7,0,4084
"932",22,2008-10-23,16,7,4,1,4084
"933",23,2008-11-06,19,5,6,0,4084
"934",24,2008-11-20,23,3,8,0,4084
"935",25,2008-12-04,18,2,6,0,4084
"936",26,2008-12-18,9,3,1,0,4095
"937",1,2009-01-01,5,3,0,0,4025
"938",2,2009-01-15,6,3,0,1,4025
"939",3,2009-01-29,9,3,1,1,4025
"940",4,2009-02-12,12,3,2,1,4025
"941",5,2009-02-26,12,2,1,0,4025
"942",6,2009-03-12,7,1,1,0,4025
"943",7,2009-03-26,3,0,1,0,4025
"944",8,2009-04-09,3,2,2,0,4025
"945",9,2009-04-23,4,3,3,0,4025
"946",10,2009-05-07,5,2,5,0,4025
"947",11,2009-05-21,6,1,5,0,4025
"948",12,2009-06-04,7,1,4,1,4025
"949",13,2009-06-18,7,3,3,2,4025
"950",14,2009-07-02,9,6,3,1,4025
"951",15,2009-07-16,11,7,5,1,4025
"952",16,2009-07-30,11,7,5,0,4025
"953",17,2009-08-13,8,5,3,1,4025
"954",18,2009-08-27,6,4,2,1,4025
"955",19,2009-09-10,7,5,4,1,4025
"956",20,2009-09-24,9,7,6,1,4025
"957",21,2009-10-08,11,9,7,0,4025
"958",22,2009-10-22,11,11,8,1,4025
"959",23,2009-11-05,9,10,7,1,4312
"960",24,2009-11-20,6,9,6,1,4025
"961",25,2009-12-04,4,5,5,1,4025
"962",26,2009-12-18,3,3,5,0,4023
"963",1,2010-01-01,3,2,5,0,3825
"964",2,2010-01-15,2,3,5,1,3825
"965",3,2010-01-29,2,4,6,1,3825
"966",4,2010-02-12,3,6,7,1,3825
"967",5,2010-02-26,4,7,7,1,3825
"968",6,2010-03-12,4,8,6,0,3825
"969",7,2010-03-26,3,7,4,0,3825
"970",8,2010-04-09,1,4,2,0,3825
"971",9,2010-04-23,0,1,1,0,3825
"972",10,2010-05-07,0,2,0,0,3825
"973",11,2010-05-21,2,4,0,0,3825
"974",12,2010-06-04,3,5,1,0,3825
"975",13,2010-06-18,5,7,3,1,3825
"976",14,2010-07-02,7,10,3,1,3825
"977",15,2010-07-16,9,14,4,1,3825
"978",16,2010-07-30,9,14,3,1,3825
"979",17,2010-08-13,9,11,2,1,3825
"980",18,2010-08-27,8,8,2,1,3825
"981",19,2010-09-10,8,7,4,1,3825
"982",20,2010-09-24,8,7,5,1,3825
"983",21,2010-10-08,7,8,4,1,3825
"984",22,2010-10-22,6,9,3,1,3825
"985",23,2010-11-05,6,7,4,1,3825
"986",24,2010-11-19,6,3,5,1,4098
"987",25,2010-12-04,6,1,6,1,3825
"988",26,2010-12-18,5,1,6,0,3830
