substitution_model	dengue	0.000	0.000	0.000	7.474	35.346	0.039
tree_model	dengue	0.000	0.000	0.000	0.623	0.819	0.649
substitution_model	dengue	0.000	0.000	0.625	0.584	0.780	0.686
tree_model	dengue	0.000	0.000	0.625	0.623	0.815	0.652
substitution_model	dengue	0.000	0.000	1.250	0.574	0.750	0.698
tree_model	dengue	0.000	0.000	1.250	0.623	0.815	0.652
substitution_model	dengue	0.000	0.000	1.875	0.561	0.731	0.706
tree_model	dengue	0.000	0.000	1.875	0.624	0.815	0.651
substitution_model	dengue	0.000	0.000	2.500	0.549	0.719	0.709
tree_model	dengue	0.000	0.000	2.500	0.624	0.815	0.651
substitution_model	dengue	0.000	1.875	0.000	2.588	12.484	0.050
tree_model	dengue	0.000	1.875	0.000	0.629	0.824	0.644
substitution_model	dengue	0.000	1.875	0.625	0.611	0.812	0.676
tree_model	dengue	0.000	1.875	0.625	0.628	0.823	0.644
substitution_model	dengue	0.000	1.875	1.250	0.581	0.770	0.691
tree_model	dengue	0.000	1.875	1.250	0.627	0.821	0.645
substitution_model	dengue	0.000	1.875	1.875	0.565	0.753	0.695
tree_model	dengue	0.000	1.875	1.875	0.626	0.820	0.646
substitution_model	dengue	0.000	1.875	2.500	0.558	0.744	0.697
tree_model	dengue	0.000	1.875	2.500	0.625	0.819	0.646
substitution_model	dengue	0.000	3.750	0.000	2.068	9.236	0.064
tree_model	dengue	0.000	3.750	0.000	0.632	0.830	0.638
substitution_model	dengue	0.000	3.750	0.625	0.626	0.839	0.662
tree_model	dengue	0.000	3.750	0.625	0.631	0.828	0.640
substitution_model	dengue	0.000	3.750	1.250	0.593	0.788	0.682
tree_model	dengue	0.000	3.750	1.250	0.630	0.827	0.641
substitution_model	dengue	0.000	3.750	1.875	0.575	0.771	0.687
tree_model	dengue	0.000	3.750	1.875	0.629	0.825	0.641
substitution_model	dengue	0.000	3.750	2.500	0.566	0.763	0.687
tree_model	dengue	0.000	3.750	2.500	0.628	0.824	0.642
substitution_model	dengue	0.000	5.625	0.000	1.966	8.581	0.068
tree_model	dengue	0.000	5.625	0.000	0.635	0.836	0.634
substitution_model	dengue	0.000	5.625	0.625	0.634	0.859	0.651
tree_model	dengue	0.000	5.625	0.625	0.633	0.833	0.636
substitution_model	dengue	0.000	5.625	1.250	0.600	0.803	0.674
tree_model	dengue	0.000	5.625	1.250	0.632	0.831	0.637
substitution_model	dengue	0.000	5.625	1.875	0.582	0.785	0.680
tree_model	dengue	0.000	5.625	1.875	0.631	0.830	0.637
substitution_model	dengue	0.000	5.625	2.500	0.569	0.774	0.681
tree_model	dengue	0.000	5.625	2.500	0.631	0.829	0.638
substitution_model	dengue	0.000	7.500	0.000	1.645	6.575	0.088
tree_model	dengue	0.000	7.500	0.000	0.637	0.840	0.630
substitution_model	dengue	0.000	7.500	0.625	0.640	0.876	0.642
tree_model	dengue	0.000	7.500	0.625	0.636	0.837	0.632
substitution_model	dengue	0.000	7.500	1.250	0.605	0.815	0.668
tree_model	dengue	0.000	7.500	1.250	0.634	0.835	0.633
substitution_model	dengue	0.000	7.500	1.875	0.586	0.795	0.675
tree_model	dengue	0.000	7.500	1.875	0.633	0.834	0.634
substitution_model	dengue	0.000	7.500	2.500	0.574	0.784	0.676
tree_model	dengue	0.000	7.500	2.500	0.633	0.833	0.634
substitution_model	dengue	0.375	0.000	0.000	1.794	8.724	0.058
tree_model	dengue	0.375	0.000	0.000	0.622	0.812	0.651
substitution_model	dengue	0.375	0.000	0.625	0.560	0.727	0.702
tree_model	dengue	0.375	0.000	0.625	0.620	0.809	0.653
substitution_model	dengue	0.375	0.000	1.250	0.554	0.715	0.708
tree_model	dengue	0.375	0.000	1.250	0.622	0.810	0.652
substitution_model	dengue	0.375	0.000	1.875	0.545	0.706	0.713
tree_model	dengue	0.375	0.000	1.875	0.622	0.811	0.652
substitution_model	dengue	0.375	0.000	2.500	0.535	0.699	0.716
tree_model	dengue	0.375	0.000	2.500	0.623	0.812	0.651
substitution_model	dengue	0.375	1.875	0.000	0.575	0.754	0.694
tree_model	dengue	0.375	1.875	0.000	0.628	0.819	0.645
substitution_model	dengue	0.375	1.875	0.625	0.569	0.737	0.698
tree_model	dengue	0.375	1.875	0.625	0.628	0.819	0.645
substitution_model	dengue	0.375	1.875	1.250	0.551	0.722	0.706
tree_model	dengue	0.375	1.875	1.250	0.628	0.818	0.645
substitution_model	dengue	0.375	1.875	1.875	0.538	0.713	0.709
tree_model	dengue	0.375	1.875	1.875	0.627	0.818	0.645
substitution_model	dengue	0.375	1.875	2.500	0.530	0.708	0.711
tree_model	dengue	0.375	1.875	2.500	0.626	0.817	0.646
substitution_model	dengue	0.375	3.750	0.000	0.586	0.766	0.686
tree_model	dengue	0.375	3.750	0.000	0.633	0.826	0.639
substitution_model	dengue	0.375	3.750	0.625	0.580	0.751	0.690
tree_model	dengue	0.375	3.750	0.625	0.632	0.824	0.640
substitution_model	dengue	0.375	3.750	1.250	0.557	0.734	0.699
tree_model	dengue	0.375	3.750	1.250	0.631	0.823	0.640
substitution_model	dengue	0.375	3.750	1.875	0.543	0.725	0.703
tree_model	dengue	0.375	3.750	1.875	0.630	0.822	0.641
substitution_model	dengue	0.375	3.750	2.500	0.535	0.720	0.704
tree_model	dengue	0.375	3.750	2.500	0.630	0.822	0.642
substitution_model	dengue	0.375	5.625	0.000	0.595	0.777	0.680
tree_model	dengue	0.375	5.625	0.000	0.636	0.830	0.635
substitution_model	dengue	0.375	5.625	0.625	0.586	0.761	0.684
tree_model	dengue	0.375	5.625	0.625	0.634	0.829	0.636
substitution_model	dengue	0.375	5.625	1.250	0.561	0.742	0.694
tree_model	dengue	0.375	5.625	1.250	0.634	0.828	0.637
substitution_model	dengue	0.375	5.625	1.875	0.548	0.732	0.699
tree_model	dengue	0.375	5.625	1.875	0.633	0.827	0.637
substitution_model	dengue	0.375	5.625	2.500	0.540	0.729	0.699
tree_model	dengue	0.375	5.625	2.500	0.632	0.826	0.638
substitution_model	dengue	0.375	7.500	0.000	0.602	0.785	0.674
tree_model	dengue	0.375	7.500	0.000	0.637	0.834	0.631
substitution_model	dengue	0.375	7.500	0.625	0.592	0.769	0.680
tree_model	dengue	0.375	7.500	0.625	0.637	0.833	0.633
substitution_model	dengue	0.375	7.500	1.250	0.566	0.750	0.689
tree_model	dengue	0.375	7.500	1.250	0.635	0.831	0.634
substitution_model	dengue	0.375	7.500	1.875	0.552	0.739	0.694
tree_model	dengue	0.375	7.500	1.875	0.635	0.830	0.634
substitution_model	dengue	0.375	7.500	2.500	0.545	0.737	0.694
tree_model	dengue	0.375	7.500	2.500	0.634	0.829	0.635
substitution_model	dengue	0.750	0.000	0.000	1.541	7.030	0.070
tree_model	dengue	0.750	0.000	0.000	0.624	0.813	0.649
substitution_model	dengue	0.750	0.000	0.625	0.554	0.718	0.704
tree_model	dengue	0.750	0.000	0.625	0.620	0.809	0.651
substitution_model	dengue	0.750	0.000	1.250	0.549	0.709	0.708
tree_model	dengue	0.750	0.000	1.250	0.621	0.809	0.651
substitution_model	dengue	0.750	0.000	1.875	0.541	0.700	0.713
tree_model	dengue	0.750	0.000	1.875	0.623	0.810	0.651
substitution_model	dengue	0.750	0.000	2.500	0.531	0.694	0.716
tree_model	dengue	0.750	0.000	2.500	0.624	0.811	0.650
substitution_model	dengue	0.750	1.875	0.000	0.557	0.725	0.703
tree_model	dengue	0.750	1.875	0.000	0.628	0.819	0.643
substitution_model	dengue	0.750	1.875	0.625	0.552	0.716	0.705
tree_model	dengue	0.750	1.875	0.625	0.629	0.818	0.644
substitution_model	dengue	0.750	1.875	1.250	0.539	0.705	0.712
tree_model	dengue	0.750	1.875	1.250	0.629	0.818	0.644
substitution_model	dengue	0.750	1.875	1.875	0.528	0.697	0.715
tree_model	dengue	0.750	1.875	1.875	0.628	0.817	0.644
substitution_model	dengue	0.750	1.875	2.500	0.522	0.694	0.715
tree_model	dengue	0.750	1.875	2.500	0.628	0.817	0.644
substitution_model	dengue	0.750	3.750	0.000	0.570	0.737	0.695
tree_model	dengue	0.750	3.750	0.000	0.634	0.825	0.638
substitution_model	dengue	0.750	3.750	0.625	0.558	0.725	0.699
tree_model	dengue	0.750	3.750	0.625	0.633	0.824	0.638
substitution_model	dengue	0.750	3.750	1.250	0.541	0.712	0.707
tree_model	dengue	0.750	3.750	1.250	0.633	0.823	0.639
substitution_model	dengue	0.750	3.750	1.875	0.533	0.707	0.709
tree_model	dengue	0.750	3.750	1.875	0.632	0.822	0.639
substitution_model	dengue	0.750	3.750	2.500	0.525	0.704	0.709
tree_model	dengue	0.750	3.750	2.500	0.631	0.822	0.640
substitution_model	dengue	0.750	5.625	0.000	0.579	0.747	0.688
tree_model	dengue	0.750	5.625	0.000	0.637	0.829	0.634
substitution_model	dengue	0.750	5.625	0.625	0.566	0.734	0.692
tree_model	dengue	0.750	5.625	0.625	0.636	0.828	0.635
substitution_model	dengue	0.750	5.625	1.250	0.545	0.719	0.702
tree_model	dengue	0.750	5.625	1.250	0.635	0.827	0.635
substitution_model	dengue	0.750	5.625	1.875	0.535	0.713	0.706
tree_model	dengue	0.750	5.625	1.875	0.634	0.826	0.636
substitution_model	dengue	0.750	5.625	2.500	0.529	0.712	0.705
tree_model	dengue	0.750	5.625	2.500	0.634	0.826	0.637
substitution_model	dengue	0.750	7.500	0.000	0.586	0.756	0.682
tree_model	dengue	0.750	7.500	0.000	0.639	0.833	0.630
substitution_model	dengue	0.750	7.500	0.625	0.571	0.741	0.688
tree_model	dengue	0.750	7.500	0.625	0.638	0.831	0.632
substitution_model	dengue	0.750	7.500	1.250	0.549	0.726	0.698
tree_model	dengue	0.750	7.500	1.250	0.637	0.830	0.632
substitution_model	dengue	0.750	7.500	1.875	0.538	0.719	0.702
tree_model	dengue	0.750	7.500	1.875	0.636	0.830	0.633
substitution_model	dengue	0.750	7.500	2.500	0.534	0.718	0.701
tree_model	dengue	0.750	7.500	2.500	0.635	0.829	0.633
substitution_model	dengue	1.125	0.000	0.000	1.627	7.639	0.064
tree_model	dengue	1.125	0.000	0.000	0.627	0.815	0.645
substitution_model	dengue	1.125	0.000	0.625	0.551	0.715	0.703
tree_model	dengue	1.125	0.000	0.625	0.624	0.812	0.648
substitution_model	dengue	1.125	0.000	1.250	0.546	0.706	0.707
tree_model	dengue	1.125	0.000	1.250	0.622	0.811	0.649
substitution_model	dengue	1.125	0.000	1.875	0.537	0.698	0.712
tree_model	dengue	1.125	0.000	1.875	0.624	0.811	0.649
substitution_model	dengue	1.125	0.000	2.500	0.528	0.691	0.715
tree_model	dengue	1.125	0.000	2.500	0.625	0.812	0.648
substitution_model	dengue	1.125	1.875	0.000	0.548	0.712	0.706
tree_model	dengue	1.125	1.875	0.000	0.630	0.821	0.639
substitution_model	dengue	1.125	1.875	0.625	0.546	0.708	0.706
tree_model	dengue	1.125	1.875	0.625	0.630	0.819	0.641
substitution_model	dengue	1.125	1.875	1.250	0.531	0.697	0.714
tree_model	dengue	1.125	1.875	1.250	0.630	0.819	0.642
substitution_model	dengue	1.125	1.875	1.875	0.523	0.691	0.716
tree_model	dengue	1.125	1.875	1.875	0.630	0.819	0.642
substitution_model	dengue	1.125	1.875	2.500	0.518	0.690	0.716
tree_model	dengue	1.125	1.875	2.500	0.630	0.819	0.642
substitution_model	dengue	1.125	3.750	0.000	0.557	0.720	0.700
tree_model	dengue	1.125	3.750	0.000	0.636	0.827	0.634
substitution_model	dengue	1.125	3.750	0.625	0.548	0.712	0.703
tree_model	dengue	1.125	3.750	0.625	0.635	0.825	0.636
substitution_model	dengue	1.125	3.750	1.250	0.533	0.701	0.711
tree_model	dengue	1.125	3.750	1.250	0.635	0.825	0.636
substitution_model	dengue	1.125	3.750	1.875	0.526	0.697	0.713
tree_model	dengue	1.125	3.750	1.875	0.634	0.824	0.637
substitution_model	dengue	1.125	3.750	2.500	0.519	0.696	0.712
tree_model	dengue	1.125	3.750	2.500	0.634	0.824	0.637
substitution_model	dengue	1.125	5.625	0.000	0.565	0.728	0.694
tree_model	dengue	1.125	5.625	0.000	0.638	0.831	0.631
substitution_model	dengue	1.125	5.625	0.625	0.553	0.719	0.698
tree_model	dengue	1.125	5.625	0.625	0.638	0.830	0.632
substitution_model	dengue	1.125	5.625	1.250	0.535	0.706	0.707
tree_model	dengue	1.125	5.625	1.250	0.637	0.829	0.633
substitution_model	dengue	1.125	5.625	1.875	0.527	0.702	0.709
tree_model	dengue	1.125	5.625	1.875	0.636	0.828	0.633
substitution_model	dengue	1.125	5.625	2.500	0.524	0.702	0.708
tree_model	dengue	1.125	5.625	2.500	0.636	0.827	0.634
substitution_model	dengue	1.125	7.500	0.000	0.570	0.736	0.689
tree_model	dengue	1.125	7.500	0.000	0.640	0.834	0.628
substitution_model	dengue	1.125	7.500	0.625	0.557	0.725	0.694
tree_model	dengue	1.125	7.500	0.625	0.639	0.833	0.629
substitution_model	dengue	1.125	7.500	1.250	0.540	0.712	0.703
tree_model	dengue	1.125	7.500	1.250	0.639	0.832	0.630
substitution_model	dengue	1.125	7.500	1.875	0.531	0.707	0.706
tree_model	dengue	1.125	7.500	1.875	0.638	0.831	0.631
substitution_model	dengue	1.125	7.500	2.500	0.528	0.708	0.704
tree_model	dengue	1.125	7.500	2.500	0.637	0.830	0.631
substitution_model	dengue	1.500	0.000	0.000	3.155	18.176	0.031
tree_model	dengue	1.500	0.000	0.000	0.630	0.819	0.641
substitution_model	dengue	1.500	0.000	0.625	0.548	0.712	0.703
tree_model	dengue	1.500	0.000	0.625	0.627	0.816	0.644
substitution_model	dengue	1.500	0.000	1.250	0.542	0.704	0.707
tree_model	dengue	1.500	0.000	1.250	0.625	0.814	0.645
substitution_model	dengue	1.500	0.000	1.875	0.534	0.697	0.711
tree_model	dengue	1.500	0.000	1.875	0.624	0.814	0.646
substitution_model	dengue	1.500	0.000	2.500	0.527	0.690	0.714
tree_model	dengue	1.500	0.000	2.500	0.626	0.814	0.645
substitution_model	dengue	1.500	1.875	0.000	0.544	0.706	0.707
tree_model	dengue	1.500	1.875	0.000	0.633	0.825	0.636
substitution_model	dengue	1.500	1.875	0.625	0.541	0.703	0.707
tree_model	dengue	1.500	1.875	0.625	0.632	0.823	0.637
substitution_model	dengue	1.500	1.875	1.250	0.528	0.693	0.714
tree_model	dengue	1.500	1.875	1.250	0.632	0.822	0.638
substitution_model	dengue	1.500	1.875	1.875	0.520	0.688	0.716
tree_model	dengue	1.500	1.875	1.875	0.632	0.822	0.639
substitution_model	dengue	1.500	1.875	2.500	0.516	0.688	0.715
tree_model	dengue	1.500	1.875	2.500	0.632	0.822	0.639
substitution_model	dengue	1.500	3.750	0.000	0.550	0.712	0.702
tree_model	dengue	1.500	3.750	0.000	0.638	0.831	0.631
substitution_model	dengue	1.500	3.750	0.625	0.541	0.705	0.705
tree_model	dengue	1.500	3.750	0.625	0.637	0.828	0.633
substitution_model	dengue	1.500	3.750	1.250	0.529	0.697	0.711
tree_model	dengue	1.500	3.750	1.250	0.636	0.827	0.634
substitution_model	dengue	1.500	3.750	1.875	0.522	0.693	0.713
tree_model	dengue	1.500	3.750	1.875	0.636	0.827	0.634
substitution_model	dengue	1.500	3.750	2.500	0.517	0.692	0.713
tree_model	dengue	1.500	3.750	2.500	0.636	0.827	0.634
substitution_model	dengue	1.500	5.625	0.000	0.556	0.718	0.697
tree_model	dengue	1.500	5.625	0.000	0.641	0.834	0.627
substitution_model	dengue	1.500	5.625	0.625	0.545	0.710	0.701
tree_model	dengue	1.500	5.625	0.625	0.640	0.832	0.629
substitution_model	dengue	1.500	5.625	1.250	0.530	0.700	0.708
tree_model	dengue	1.500	5.625	1.250	0.639	0.831	0.630
substitution_model	dengue	1.500	5.625	1.875	0.523	0.696	0.711
tree_model	dengue	1.500	5.625	1.875	0.639	0.831	0.630
substitution_model	dengue	1.500	5.625	2.500	0.520	0.697	0.709
tree_model	dengue	1.500	5.625	2.500	0.638	0.830	0.631
substitution_model	dengue	1.500	7.500	0.000	0.561	0.724	0.692
tree_model	dengue	1.500	7.500	0.000	0.643	0.837	0.624
substitution_model	dengue	1.500	7.500	0.625	0.549	0.715	0.697
tree_model	dengue	1.500	7.500	0.625	0.642	0.835	0.626
substitution_model	dengue	1.500	7.500	1.250	0.534	0.705	0.705
tree_model	dengue	1.500	7.500	1.250	0.641	0.834	0.627
substitution_model	dengue	1.500	7.500	1.875	0.526	0.700	0.708
tree_model	dengue	1.500	7.500	1.875	0.640	0.833	0.628
substitution_model	dengue	1.500	7.500	2.500	0.525	0.702	0.706
tree_model	dengue	1.500	7.500	2.500	0.640	0.833	0.629
