,lam_avi,lam_drop,lam_pot,rmse
0,0.0,0.0,0.0,19.6318449271
1,0.0,0.0,0.6,2.04450227527
2,0.0,0.0,1.2,2.13175951085
3,0.0,0.0,1.8,1.58456485865
4,0.0,0.0,2.4,0.911394935519
5,0.0,0.0,3.0,0.778683470491
6,0.6,0.0,0.0,2.75961405998
7,0.6,0.0,0.6,0.756965859445
8,0.6,0.0,1.2,0.725939628258
9,0.6,0.0,1.8,0.73411286146
10,0.6,0.0,2.4,0.698266529633
11,0.6,0.0,3.0,0.727578642591
12,1.2,0.0,0.0,2.57125733845
13,1.2,0.0,0.6,0.738882114532
14,1.2,0.0,1.2,0.745244721548
15,1.2,0.0,1.8,0.702291116172
16,1.2,0.0,2.4,0.771749444459
17,1.2,0.0,3.0,0.743400146167
18,1.8,0.0,0.0,4.94991998939
19,1.8,0.0,0.6,0.758785203667
20,1.8,0.0,1.2,0.739756776275
21,1.8,0.0,1.8,0.755572732519
22,1.8,0.0,2.4,0.794806781512
23,1.8,0.0,3.0,0.822098100022
24,2.4,0.0,0.0,3.12648824008
25,2.4,0.0,0.6,0.72269524939
26,2.4,0.0,1.2,0.756209998119
27,2.4,0.0,1.8,0.753115630851
28,2.4,0.0,2.4,0.743270677566
29,2.4,0.0,3.0,0.755245295034
30,3.0,0.0,0.0,10.8471506818
31,3.0,0.0,0.6,0.72516801101
32,3.0,0.0,1.2,0.741478059981
33,3.0,0.0,1.8,0.755837255611
34,3.0,0.0,2.4,0.730949478694
35,3.0,0.0,3.0,0.749865347334
36,0.0,0.5,0.0,0.73358251162
37,0.0,0.5,0.6,0.71506457972
38,0.0,0.5,1.2,0.719545639946
39,0.0,0.5,1.8,0.771840307484
40,0.0,0.5,2.4,0.767215207122
41,0.0,0.5,3.0,0.71085861341
42,0.6,0.5,0.0,0.769288674159
43,0.6,0.5,0.6,0.74521772185
44,0.6,0.5,1.2,0.739784133879
45,0.6,0.5,1.8,0.741154271222
46,0.6,0.5,2.4,0.717441446441
47,0.6,0.5,3.0,0.788205532161
48,1.2,0.5,0.0,0.734394028056
49,1.2,0.5,0.6,0.703385139142
50,1.2,0.5,1.2,0.674432911633
51,1.2,0.5,1.8,0.735948782936
52,1.2,0.5,2.4,0.691518742785
53,1.2,0.5,3.0,0.770167979681
54,1.8,0.5,0.0,0.813273288172
55,1.8,0.5,0.6,0.729162348322
56,1.8,0.5,1.2,0.694803342584
57,1.8,0.5,1.8,0.71264293262
58,1.8,0.5,2.4,0.730204525368
59,1.8,0.5,3.0,0.769820662396
60,2.4,0.5,0.0,0.83185170374
61,2.4,0.5,0.6,0.780017770239
62,2.4,0.5,1.2,0.709296492174
63,2.4,0.5,1.8,0.707467804554
64,2.4,0.5,2.4,0.685842619119
65,2.4,0.5,3.0,0.714077357927
66,3.0,0.5,0.0,0.817377748366
67,3.0,0.5,0.6,0.730711798969
68,3.0,0.5,1.2,0.694307771849
69,3.0,0.5,1.8,0.762122113151
70,3.0,0.5,2.4,0.74757512959
71,3.0,0.5,3.0,0.716993663498
72,0.0,1.0,0.0,0.750111320152
73,0.0,1.0,0.6,0.674851797316
74,0.0,1.0,1.2,0.699043464927
75,0.0,1.0,1.8,0.668211310616
76,0.0,1.0,2.4,0.728141316199
77,0.0,1.0,3.0,0.716735049592
78,0.6,1.0,0.0,0.815762979963
79,0.6,1.0,0.6,0.708247206006
80,0.6,1.0,1.2,0.737812328585
81,0.6,1.0,1.8,0.694614518411
82,0.6,1.0,2.4,0.704654021809
83,0.6,1.0,3.0,0.718846776358
84,1.2,1.0,0.0,0.760142082295
85,1.2,1.0,0.6,0.700594719527
86,1.2,1.0,1.2,0.699414078149
87,1.2,1.0,1.8,0.723106992473
88,1.2,1.0,2.4,0.77079275572
89,1.2,1.0,3.0,0.663783856249
90,1.8,1.0,0.0,0.707287451393
91,1.8,1.0,0.6,0.707301470874
92,1.8,1.0,1.2,0.729345099342
93,1.8,1.0,1.8,0.727563130665
94,1.8,1.0,2.4,0.713665505274
95,1.8,1.0,3.0,0.754400061455
96,2.4,1.0,0.0,0.756665755349
97,2.4,1.0,0.6,0.690627193609
98,2.4,1.0,1.2,0.744696189911
99,2.4,1.0,1.8,0.750928582306
100,2.4,1.0,2.4,0.756271384906
101,2.4,1.0,3.0,0.709089067019
102,3.0,1.0,0.0,0.790113631803
103,3.0,1.0,0.6,0.69286006297
104,3.0,1.0,1.2,0.694082295402
105,3.0,1.0,1.8,0.751515212379
106,3.0,1.0,2.4,0.704808835553
107,3.0,1.0,3.0,0.745349681579
108,0.0,1.5,0.0,0.708108150569
109,0.0,1.5,0.6,0.717304843124
110,0.0,1.5,1.2,0.737723320215
111,0.0,1.5,1.8,0.698642655608
112,0.0,1.5,2.4,0.741828868148
113,0.0,1.5,3.0,0.766013954049
114,0.6,1.5,0.0,0.780232277682
115,0.6,1.5,0.6,0.767056097037
116,0.6,1.5,1.2,0.707281307191
117,0.6,1.5,1.8,0.739496159578
118,0.6,1.5,2.4,0.721784099232
119,0.6,1.5,3.0,0.706852194907
120,1.2,1.5,0.0,0.744468743625
121,1.2,1.5,0.6,0.729351386353
122,1.2,1.5,1.2,0.696827383574
123,1.2,1.5,1.8,0.720162868173
124,1.2,1.5,2.4,0.708286771417
125,1.2,1.5,3.0,0.721065368666
126,1.8,1.5,0.0,0.755384297425
127,1.8,1.5,0.6,0.700810777289
128,1.8,1.5,1.2,0.709902769431
129,1.8,1.5,1.8,0.723479668195
130,1.8,1.5,2.4,0.763065279359
131,1.8,1.5,3.0,0.741233044768
132,2.4,1.5,0.0,0.74103711394
133,2.4,1.5,0.6,0.746229821573
134,2.4,1.5,1.2,0.699107992536
135,2.4,1.5,1.8,0.728079386138
136,2.4,1.5,2.4,0.652889312061
137,2.4,1.5,3.0,0.694562713163
138,3.0,1.5,0.0,0.74304022676
139,3.0,1.5,0.6,0.715009001751
140,3.0,1.5,1.2,0.708825068249
141,3.0,1.5,1.8,0.702218775373
142,3.0,1.5,2.4,0.669001059395
143,3.0,1.5,3.0,0.714926483549
144,0.0,2.0,0.0,0.755687274308
145,0.0,2.0,0.6,0.721694750073
146,0.0,2.0,1.2,0.693774870314
147,0.0,2.0,1.8,0.709073351175
148,0.0,2.0,2.4,0.703803323268
149,0.0,2.0,3.0,0.732224920673
150,0.6,2.0,0.0,0.742813697087
151,0.6,2.0,0.6,0.709685407684
152,0.6,2.0,1.2,0.685217963963
153,0.6,2.0,1.8,0.725971455581
154,0.6,2.0,2.4,0.74472175182
155,0.6,2.0,3.0,0.741122838528
156,1.2,2.0,0.0,0.751035109101
157,1.2,2.0,0.6,0.818672185288
158,1.2,2.0,1.2,0.714628040931
159,1.2,2.0,1.8,0.666894799442
160,1.2,2.0,2.4,0.729641846079
161,1.2,2.0,3.0,0.754621618497
162,1.8,2.0,0.0,0.760795453178
163,1.8,2.0,0.6,0.693253978732
164,1.8,2.0,1.2,0.684280331737
165,1.8,2.0,1.8,0.751010650028
166,1.8,2.0,2.4,0.730933379251
167,1.8,2.0,3.0,0.71345538885
168,2.4,2.0,0.0,0.785575081514
169,2.4,2.0,0.6,0.732206277291
170,2.4,2.0,1.2,0.653722692811
171,2.4,2.0,1.8,0.678141251509
172,2.4,2.0,2.4,0.694696216536
173,2.4,2.0,3.0,0.724364782117
174,3.0,2.0,0.0,0.75420624753
175,3.0,2.0,0.6,0.725045961207
176,3.0,2.0,1.2,0.71775484019
177,3.0,2.0,1.8,0.697904197892
178,3.0,2.0,2.4,0.690463617611
179,3.0,2.0,3.0,0.781205170657
180,0.0,2.5,0.0,0.783524680135
181,0.0,2.5,0.6,0.74322628967
182,0.0,2.5,1.2,0.74306517819
183,0.0,2.5,1.8,0.727356637113
184,0.0,2.5,2.4,0.712180594424
185,0.0,2.5,3.0,0.746474048606
186,0.6,2.5,0.0,0.730664419238
187,0.6,2.5,0.6,0.724719382842
188,0.6,2.5,1.2,0.713040621507
189,0.6,2.5,1.8,0.693484786673
190,0.6,2.5,2.4,0.697430043916
191,0.6,2.5,3.0,0.706973576704
192,1.2,2.5,0.0,0.760231353363
193,1.2,2.5,0.6,0.710921461186
194,1.2,2.5,1.2,0.689710103469
195,1.2,2.5,1.8,0.700829226894
196,1.2,2.5,2.4,0.714780007249
197,1.2,2.5,3.0,0.703191725621
198,1.8,2.5,0.0,0.746646307319
199,1.8,2.5,0.6,0.755450017783
200,1.8,2.5,1.2,0.751036726004
201,1.8,2.5,1.8,0.74162132237
202,1.8,2.5,2.4,0.680168588775
203,1.8,2.5,3.0,0.703636622121
204,2.4,2.5,0.0,0.764993024959
205,2.4,2.5,0.6,0.725753544215
206,2.4,2.5,1.2,0.757035389968
207,2.4,2.5,1.8,0.697430866807
208,2.4,2.5,2.4,0.768777438019
209,2.4,2.5,3.0,0.747032273892
210,3.0,2.5,0.0,0.745515509496
211,3.0,2.5,0.6,0.758685722311
212,3.0,2.5,1.2,0.694922257288
213,3.0,2.5,1.8,0.731030218599
214,3.0,2.5,2.4,0.701339631171
215,3.0,2.5,3.0,0.739205023206
216,0.0,3.0,0.0,0.735013849262
217,0.0,3.0,0.6,0.695032196391
218,0.0,3.0,1.2,0.673985224635
219,0.0,3.0,1.8,0.712336254238
220,0.0,3.0,2.4,0.740799963387
221,0.0,3.0,3.0,0.695455043546
222,0.6,3.0,0.0,0.738604410471
223,0.6,3.0,0.6,0.778852575488
224,0.6,3.0,1.2,0.755235846294
225,0.6,3.0,1.8,0.734295287837
226,0.6,3.0,2.4,0.709068782175
227,0.6,3.0,3.0,0.684798812192
228,1.2,3.0,0.0,0.774218539016
229,1.2,3.0,0.6,0.747612978143
230,1.2,3.0,1.2,0.678412966665
231,1.2,3.0,1.8,0.747403219768
232,1.2,3.0,2.4,0.713622488151
233,1.2,3.0,3.0,0.757722233284
234,1.8,3.0,0.0,0.696748932854
235,1.8,3.0,0.6,0.715376274161
236,1.8,3.0,1.2,0.733453175375
237,1.8,3.0,1.8,0.710209624765
238,1.8,3.0,2.4,0.704413981245
239,1.8,3.0,3.0,0.676640680425
240,2.4,3.0,0.0,0.792679880155
241,2.4,3.0,0.6,0.696040679094
242,2.4,3.0,1.2,0.760569311015
243,2.4,3.0,1.8,0.704257497145
244,2.4,3.0,2.4,0.69287022082
245,2.4,3.0,3.0,0.744497147674
246,3.0,3.0,0.0,0.748343215918
247,3.0,3.0,0.6,0.691047718584
248,3.0,3.0,1.2,0.71682540182
249,3.0,3.0,1.8,0.685653846746
250,3.0,3.0,2.4,0.735238919526
251,3.0,3.0,3.0,0.712218002645
252,0.0,3.5,0.0,0.707076440938
253,0.0,3.5,0.6,0.705108404604
254,0.0,3.5,1.2,0.769883188584
255,0.0,3.5,1.8,0.716945097076
256,0.0,3.5,2.4,0.716022185358
257,0.0,3.5,3.0,0.736458059008
258,0.6,3.5,0.0,0.697349384688
259,0.6,3.5,0.6,0.785734788443
260,0.6,3.5,1.2,0.742384597818
261,0.6,3.5,1.8,0.756169731566
262,0.6,3.5,2.4,0.725457918483
263,0.6,3.5,3.0,0.736217374806
264,1.2,3.5,0.0,0.809404432735
265,1.2,3.5,0.6,0.702319895443
266,1.2,3.5,1.2,0.691396450205
267,1.2,3.5,1.8,0.69916905402
268,1.2,3.5,2.4,0.710030500208
269,1.2,3.5,3.0,0.737760983245
270,1.8,3.5,0.0,0.684070025376
271,1.8,3.5,0.6,0.674615148715
272,1.8,3.5,1.2,0.74495531371
273,1.8,3.5,1.8,0.699994314263
274,1.8,3.5,2.4,0.729117824628
275,1.8,3.5,3.0,0.713804597813
276,2.4,3.5,0.0,0.744731975825
277,2.4,3.5,0.6,0.715953828288
278,2.4,3.5,1.2,0.740322105933
279,2.4,3.5,1.8,0.711168133574
280,2.4,3.5,2.4,0.716254899668
281,2.4,3.5,3.0,0.74641683038
282,3.0,3.5,0.0,0.706792735405
283,3.0,3.5,0.6,0.695013184843
284,3.0,3.5,1.2,0.721536757747
285,3.0,3.5,1.8,0.718829354076
286,3.0,3.5,2.4,0.717554648182
287,3.0,3.5,3.0,0.718826629555
288,0.0,4.0,0.0,0.696124006159
289,0.0,4.0,0.6,0.726093548791
290,0.0,4.0,1.2,0.708308168435
291,0.0,4.0,1.8,0.705302483167
292,0.0,4.0,2.4,0.735632222253
293,0.0,4.0,3.0,0.70529000496
294,0.6,4.0,0.0,0.735950888854
295,0.6,4.0,0.6,0.720694003076
296,0.6,4.0,1.2,0.734833793709
297,0.6,4.0,1.8,0.711838359762
298,0.6,4.0,2.4,0.722435642462
299,0.6,4.0,3.0,0.743148911705
300,1.2,4.0,0.0,0.728618904039
301,1.2,4.0,0.6,0.720040028571
302,1.2,4.0,1.2,0.717481417647
303,1.2,4.0,1.8,0.749159476454
304,1.2,4.0,2.4,0.76149382768
305,1.2,4.0,3.0,0.751794113768
306,1.8,4.0,0.0,0.747550157354
307,1.8,4.0,0.6,0.731238437863
308,1.8,4.0,1.2,0.732025939919
309,1.8,4.0,1.8,0.697458856835
310,1.8,4.0,2.4,0.691950294149
311,1.8,4.0,3.0,0.704911576592
312,2.4,4.0,0.0,0.742298162598
313,2.4,4.0,0.6,0.710222944143
314,2.4,4.0,1.2,0.687102784814
315,2.4,4.0,1.8,0.667973282954
316,2.4,4.0,2.4,0.753664607344
317,2.4,4.0,3.0,0.722357029368
318,3.0,4.0,0.0,0.717187984923
319,3.0,4.0,0.6,0.712702547149
320,3.0,4.0,1.2,0.71663923444
321,3.0,4.0,1.8,0.75768675356
322,3.0,4.0,2.4,0.716110206283
323,3.0,4.0,3.0,0.759302664113
324,0.0,4.5,0.0,0.742053908098
325,0.0,4.5,0.6,0.713584015599
326,0.0,4.5,1.2,0.726389275334
327,0.0,4.5,1.8,0.703056470547
328,0.0,4.5,2.4,0.755283536321
329,0.0,4.5,3.0,0.714394162862
330,0.6,4.5,0.0,0.770760973995
331,0.6,4.5,0.6,0.73842320249
332,0.6,4.5,1.2,0.778710460619
333,0.6,4.5,1.8,0.764985015615
334,0.6,4.5,2.4,0.765222806406
335,0.6,4.5,3.0,0.766894881332
336,1.2,4.5,0.0,0.70753062088
337,1.2,4.5,0.6,0.728139011807
338,1.2,4.5,1.2,0.727009138121
339,1.2,4.5,1.8,0.7453328009
340,1.2,4.5,2.4,0.761345366138
341,1.2,4.5,3.0,0.736043275857
342,1.8,4.5,0.0,0.744052696545
343,1.8,4.5,0.6,0.740494005322
344,1.8,4.5,1.2,0.774114039592
345,1.8,4.5,1.8,0.720413801457
346,1.8,4.5,2.4,0.730409417837
347,1.8,4.5,3.0,0.726315023102
348,2.4,4.5,0.0,0.731724478734
349,2.4,4.5,0.6,0.72987014568
350,2.4,4.5,1.2,0.741848246892
351,2.4,4.5,1.8,0.739284890598
352,2.4,4.5,2.4,0.729987444548
353,2.4,4.5,3.0,0.762662930295
354,3.0,4.5,0.0,0.704885625036
355,3.0,4.5,0.6,0.728757634852
356,3.0,4.5,1.2,0.771573334134
357,3.0,4.5,1.8,0.781808563423
358,3.0,4.5,2.4,0.718219592767
359,3.0,4.5,3.0,0.719934382251
360,0.0,5.0,0.0,0.754781959897
361,0.0,5.0,0.6,0.737757201586
362,0.0,5.0,1.2,0.726802190926
363,0.0,5.0,1.8,0.720692288464
364,0.0,5.0,2.4,0.764074374371
365,0.0,5.0,3.0,0.730354395247
366,0.6,5.0,0.0,0.716154940564
367,0.6,5.0,0.6,0.728158579533
368,0.6,5.0,1.2,0.778604389247
369,0.6,5.0,1.8,0.75435848623
370,0.6,5.0,2.4,0.75826018652
371,0.6,5.0,3.0,0.761743782202
372,1.2,5.0,0.0,0.729864836111
373,1.2,5.0,0.6,0.717087549408
374,1.2,5.0,1.2,0.779376119851
375,1.2,5.0,1.8,0.744696380343
376,1.2,5.0,2.4,0.705935350241
377,1.2,5.0,3.0,0.718600072558
378,1.8,5.0,0.0,0.73265505844
379,1.8,5.0,0.6,0.717361821367
380,1.8,5.0,1.2,0.714641027692
381,1.8,5.0,1.8,0.757310370608
382,1.8,5.0,2.4,0.696571204693
383,1.8,5.0,3.0,0.694211082973
384,2.4,5.0,0.0,0.730449817136
385,2.4,5.0,0.6,0.744460595034
386,2.4,5.0,1.2,0.783349852084
387,2.4,5.0,1.8,0.758991016942
388,2.4,5.0,2.4,0.711670492394
389,2.4,5.0,3.0,0.719411167021
390,3.0,5.0,0.0,0.681525127428
391,3.0,5.0,0.6,0.756398986349
392,3.0,5.0,1.2,0.731036255016
393,3.0,5.0,1.8,0.752111609281
394,3.0,5.0,2.4,0.744917027009
395,3.0,5.0,3.0,0.690019293974
396,0.0,5.5,0.0,0.767750917068
397,0.0,5.5,0.6,0.714884041373
398,0.0,5.5,1.2,0.726929575996
399,0.0,5.5,1.8,0.766782232601
400,0.0,5.5,2.4,0.733555951635
401,0.0,5.5,3.0,0.74859605227
402,0.6,5.5,0.0,0.723548321698
403,0.6,5.5,0.6,0.734459507816
404,0.6,5.5,1.2,0.730721703262
405,0.6,5.5,1.8,0.766967376397
406,0.6,5.5,2.4,0.716706913646
407,0.6,5.5,3.0,0.752204987272
408,1.2,5.5,0.0,0.769758290497
409,1.2,5.5,0.6,0.740936477253
410,1.2,5.5,1.2,0.714192856911
411,1.2,5.5,1.8,0.768676473579
412,1.2,5.5,2.4,0.757557287422
413,1.2,5.5,3.0,0.730500651856
414,1.8,5.5,0.0,0.720128634014
415,1.8,5.5,0.6,0.69015636713
416,1.8,5.5,1.2,0.710239269716
417,1.8,5.5,1.8,0.748661501382
418,1.8,5.5,2.4,0.741986793414
419,1.8,5.5,3.0,0.727316928679
420,2.4,5.5,0.0,0.759819170203
421,2.4,5.5,0.6,0.760667479828
422,2.4,5.5,1.2,0.668322074114
423,2.4,5.5,1.8,0.720759257163
424,2.4,5.5,2.4,0.748081411306
425,2.4,5.5,3.0,0.716728486833
426,3.0,5.5,0.0,0.748539538105
427,3.0,5.5,0.6,0.814448193165
428,3.0,5.5,1.2,0.74612292474
429,3.0,5.5,1.8,0.766489222034
430,3.0,5.5,2.4,0.718435246887
431,3.0,5.5,3.0,0.731109355882
432,0.0,6.0,0.0,0.727550038277
433,0.0,6.0,0.6,0.744063931936
434,0.0,6.0,1.2,0.716747531008
435,0.0,6.0,1.8,0.709181975554
436,0.0,6.0,2.4,0.70582923345
437,0.0,6.0,3.0,0.743518803348
438,0.6,6.0,0.0,0.736165303973
439,0.6,6.0,0.6,0.745606770685
440,0.6,6.0,1.2,0.732866493022
441,0.6,6.0,1.8,0.769471610346
442,0.6,6.0,2.4,0.734642397811
443,0.6,6.0,3.0,0.761013667888
444,1.2,6.0,0.0,0.749837316625
445,1.2,6.0,0.6,0.767177425116
446,1.2,6.0,1.2,0.698972906455
447,1.2,6.0,1.8,0.757702182839
448,1.2,6.0,2.4,0.745765520062
449,1.2,6.0,3.0,0.775649461302
450,1.8,6.0,0.0,0.743430511393
451,1.8,6.0,0.6,0.784635860171
452,1.8,6.0,1.2,0.742279237885
453,1.8,6.0,1.8,0.744350177889
454,1.8,6.0,2.4,0.72344772161
455,1.8,6.0,3.0,0.717381294195
456,2.4,6.0,0.0,0.800250935498
457,2.4,6.0,0.6,0.765964856685
458,2.4,6.0,1.2,0.750077849261
459,2.4,6.0,1.8,0.710603541858
460,2.4,6.0,2.4,0.767865024486
461,2.4,6.0,3.0,0.757969971433
462,3.0,6.0,0.0,0.745643465036
463,3.0,6.0,0.6,0.75036399504
464,3.0,6.0,1.2,0.710535726078
465,3.0,6.0,1.8,0.764384247564
466,3.0,6.0,2.4,0.743677162758
467,3.0,6.0,3.0,0.774364918069
